pair_id,query_id,query_problem,candidate_problem,problem_relevance_0_1_2,phase_a_notes
MR-52fbf55bef5d0e7e,104621,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,CRANKSHAFT FRONT SEAL NEEDS TO BE REPLACED.,1,"Related maintenance area, but core problem differs: crankshaft gouge versus crankshaft seal."
MR-4fcfc1186b9d8ebd,103598,L/H ENGINE BAFFLE CRACKED.,"L/H ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",2,"Same core problem with compatible recorded component, defect, and context."
MR-b8b0af22d5975ed9,100958,#4 ROCKER COVER SCREWS LOOSE.,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,1,"Same loose rocker-cover screws, but cylinder 4 versus all cylinders is a material scope mismatch."
MR-d6026c309b1b0576,101434,"R/H ENG CYL #4, 3 INTAKE GASKETS LEAKING.","CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING ON L/H ENG.",1,"Same intake leak, but engine side conflicts (right versus left)."
MR-0e9a937d736c5d70,101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING.",R/H ENG #3 INTAKE IS LEAKING.,1,"Same intake leak, but engine side conflicts (left versus right)."
MR-22c8afb911273bdb,103943,ALL ROCKER COVER SCREWS LOOSE.,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-76bdd03baff72878,103861,#4 INDUCTION TUBE GASKET LEAKING.,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (4 versus 1,2,4)."
MR-1a7e82ada6482440,100629,#2 INTAKE GASKET LEAKS.,#2 INTAKE GASKET LEAKING.,2,"Same core problem with compatible recorded component, defect, and context."
MR-89f502d78e9363a6,104031,#4 AFT BAFFLE CRACKED.,CRACK ON #4 CYLINDER AFT BAFFLE.,2,"Same core problem with compatible recorded component, defect, and context."
MR-b3c403d8989ebd52,103884,BAFFLE SCREW MISSING ABOVE STARTER.,"2 BAFFLE SCREWS MISSING, ABOVE STARTER.",1,"Same location and missing baffle screws, but one screw versus two screws is a material quantity mismatch."
MR-b869670b7d7477af,101668,"ROCKER COVER GASKETS #2, 3 TORN.",#3 & 4 ROCKER COVER GASKETS ARE BROKEN.,1,"Same component area, but defect differs: torn versus broken."
MR-a62e3541c2b78af7,101668,"ROCKER COVER GASKETS #2, 3 TORN.",#1 & 3 ROCKER COVER GASKETS ARE BROKEN.,1,"Same component area, but defect differs: torn versus broken."
MR-2714bb50f2b7bdd0,103173,#2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-16c711da1581cbcf,105178,#1 ROCKER COVER GASKET LEAKS.,#2 CYL ROCKER COVER GASKET LEAKING.,1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (1 versus 2)."
MR-6b14ba7e6efac550,101744,BAFFLE BUTTON PLUG IS WORN.,R/H ENGINE #1 CYL EXHAUST ROCKER WORN ON SHAFT.,0,Different core problems: baffle plug defect versus wear.
MR-451ec177c410799d,106132,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,#3 CYL ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,1,"Same pushrod/rocker damage, but the specified cylinder set conflicts (2 versus 3)."
MR-15e4a273a51f4f55,100848,OIL COOLER HOSE REQUIRES REPOSITIONING.,R/H BAFFLE PLUG NEEDS TO BE REPLACED.,0,Different core problems: oil-cooler hose position versus baffle plug defect.
MR-3f3678354d7d0062,105029,#1 FWD BAFFLE SEAL LOOSE.,FWD LOWER BAFFLE SEAL LOOSE.,2,"Same core problem; cylinder/location is stated on only one side, without contradiction."
MR-797cb09e7ad54e5b,102823,#1 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,4 versus 2,3,4)."
MR-c69d1df243edd7cc,102221,#1 INTAKE GASKET LEAKS.,#4 INTAKE GASKET IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4)."
MR-addf5c4a857c633f,104674,R/H REAR BAFFLE INSP HOLE WORN.,"BLACK BAFFLE SEAL, FWD ENG, HAS SMALL WORN SPOT ON L/H SIDE.",1,"Related maintenance area, but core problem differs: baffle worn hole versus baffle seal defect."
MR-9158b20826b5a79e,105940,2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4)."
MR-a838989bcc9dc224,105286,#1 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,4 versus 2,4)."
MR-38923729cb274813,100197,#2 & 4 INTAKES ARE LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-249d7bdbd5293f52,105029,#1 FWD BAFFLE SEAL LOOSE.,LOWER L/H FWD BAFFLE SEAL IS LOOSE.,2,"Same core problem; engine side and cylinder/location are stated on only one side, without contradiction."
MR-c86d942c915de0e1,103943,ALL ROCKER COVER SCREWS LOOSE.,ROCKER COVER SCREWS LOOSE ON L/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-eed3fac1ac95a5e3,105286,#1 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,4 versus 2,3)."
MR-930e30ff7a67e058,100641,R/H ENG #2 & 4 INDUCTION TUBE GASKETS LEAKING.,R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.
MR-81595922065374f1,104863,#1 CYL INTAKE LEAKS.,CYL #4 INTAKE IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4)."
MR-3f0d9d9b8f880af4,105480,#1 & 3 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,3 versus 2,3)."
MR-cdd19c04a0caca0e,105610,#3 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,3,4)."
MR-81d541c6ab6ca61e,104471,"#1, 2, 4 INTAKES LEAKING.","INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,2,4 versus 2,3,4)."
MR-aa46e6df10969bce,100641,R/H ENG #2 & 4 INDUCTION TUBE GASKETS LEAKING.,L/H ENG #3 ROCKER COVER IS LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.
MR-f2977fbd946c3f22,104582,#2 LOWER INTAKE CLAMP LOOSE.,SCREW BEHIND OIL DIPSTICK TUBE LOOSE.,0,Different core problems: intake clamp loose versus loose hardware/component.
MR-9af5e747174f5778,103173,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4)."
MR-1178dd0f22cc74ee,100095,ROCKER BOX COVER SCREWS LOOSE.,GROUNDING POINTS ON ENG & FIREWALL LOOSE.,0,Different core problems: rocker-cover loose screws versus loose hardware/component.
MR-d2b97a583f39a290,105592,SMALL RUST SPOT ON AFT TOP L/H (L/H ENGINE MOUNT).,ADEL CLAMP TORN BY R/H ENGINE MOUNT.,0,Different core problems: engine-mount rust versus other.
MR-a692fa20834c03eb,103676,#4 CYL ROCKER COVER IS MISSING SCREW.,R/H ENG #2 CYL FWD BAFFLE IS MISSING A SCREW.,0,Different core problems: rocker-cover missing screw versus baffle missing hardware.
MR-f3ff4e5f88cf74c9,101877,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4)."
MR-7aea116f179086b3,106168,"DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG","ROUGH ENGINE START UNUSUAL INDICATION CYL #4, LOWER TEMPERAT",0,Different core problems: engine rough/cold cylinder versus other.
MR-af16f09c1f59c6ec,104264,#3 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,3,4)."
MR-9faada01adea238c,100541,ALL ROCKER COVER SCREWS ARE LOOSE.,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,1,"Same loose rocker-cover screws, but all cylinders versus only cylinders 2 and 4 is a material scope mismatch."
MR-a7c1ec2b2ae9edcd,100515,#3 ROCKER COVER GASKET IS TORN.,#1 ROCKER COVER GASKET LEAKING.,1,"Same component area, but defect differs: torn versus leaking."
MR-5aa85288f77d8972,101458,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST",1,"Same low cylinder compression, but the specified cylinder set conflicts (3 versus 1)."
MR-09879a987d8963b7,100727,REAR BAFFLE PLUGS WORN OUT.,WORN BAFFLE PLUGS.,2,"Same core problem; position is stated on only one side, without contradiction."
MR-a4727dd26372bdeb,104264,#3 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,4)."
MR-edc5ccb7a21bafaf,100540,#1 INTAKE GASKET LEAKS.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4)."
MR-60589521f9002354,104582,#2 LOWER INTAKE CLAMP LOOSE.,"BAFFLE SEAL LOOSE ON LH/ ENG, #4 AFT BAFFLE.",0,Different core problems: intake clamp loose versus baffle seal defect.
MR-edab39d9cf6afdd4,106156,BAFFLE PLUG DAMAGED.,CYLINDER #4 BAFFLE PLUG TEETH ARE BROKEN.,2,"Same core problem; cylinder/location is stated on only one side, without contradiction."
MR-c1651f97c74f31e0,100515,#3 ROCKER COVER GASKET IS TORN.,CYL #2 ROCKER COVER GASKET DAMAGED.,1,"Same component area, but defect differs: torn versus damaged."
MR-34c042f783cc8c1e,102624,COWL SEAL BY #2 CYL NEEDS TO BE REATTCHED TO BAFFLING.,#1 CYL BAFFLING CRACK EXTENDING BEYOND STOP DRILL.,1,"Related maintenance area, but core problem differs: baffle seal defect versus baffle crack."
MR-a72878689106ceb4,100540,#1 INTAKE GASKET LEAKS.,#2 INTAKE GASKET IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 2)."
MR-984dbf80bdb31a0c,105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",#4 CYL BAFFLE PIECE DAMAGED.,0,Different core problems: baffle seal defect versus other.
MR-39005c3081e20c16,103758,"L/H ENG, L/H FWD BAFFLE SEAL IS LOOSE.","L/H ENG, L/H REAR ENGINE BAFFLE SEAL LOOSE.",1,"Same baffle seal defect, but the specified location conflicts (front versus aft)."
MR-23046c91093b40d7,101371,AFT BAFFLE BRACKET MISSING SCREW.,SCREW MISSING ON #3 BAFFLE BRACKET.,1,"Same baffle bracket missing a screw, but aft-bracket versus cylinder-3 bracket location differs materially."
MR-eb1f8954281cc26d,103861,#4 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (4 versus 3,4)."
MR-a3acf751af4391b5,100264,#3 INTAKE LEAKING AT CLAMP.,#4 INTAKE LEAKING ON L/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 4)."
MR-2e11cd11c36a7944,104621,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,#3 CYL LOWER SPARK PLUG BOSS THREADS DAMAGED.,0,Different core problems: crankshaft gouge versus other.
MR-bf79fd36169e5947,105178,#1 ROCKER COVER GASKET LEAKS.,"CYL #4, 1 ROCKER COVER GASKET LEAKING.",1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (1 versus 1,4)."
MR-238efdf6c486ae7e,101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,"CRACK IN ENGINE COOLING BAFFLE, AROUND LANDING LIGHT WIRE SE",1,"Related maintenance area, but core problem differs: baffle bracket crack versus baffle crack."
MR-fe187c63532d1440,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.",R/H ENG BAFFLE CRACKED ON LEFT SIDE OF OIL COOLER.,1,"Same cracked R/H engine baffle, but rear-baffle versus oil-cooler location differs materially."
MR-afcbd352e375e177,103943,ALL ROCKER COVER SCREWS LOOSE.,"#2, 3, 4 ROCKER COVER SCREWS LOOSE ON R/H ENG.",1,"Same loose rocker-cover screws, but all cylinders versus cylinders 2, 3, and 4 is a material scope mismatch."
MR-9fc8aa98db7abc70,101458,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,R/H ENGINE #4 CYL LOW ON COMPRESSION (30 LBS).,1,"Same low cylinder compression, but the specified cylinder set conflicts (3 versus 4)."
MR-e7aab03d5d3bee30,102952,AUTO RE-IGN DOES NOT ACTIVATE W/ LOW N2 CONDITIONS.,COMPRESSION IS LOW #2 CYLINDER.,0,Different core problems: auto re-ignition failure versus low cylinder compression.
MR-b2c7f082bbc8dbb2,100095,ROCKER BOX COVER SCREWS LOOSE.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,0,Different core problems: rocker-cover loose screws versus intake tube loose/damaged.
MR-33f22e69a3dc4b8d,105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",R/H ENG FWD CYL #2 BAFFLE SEAL IS TORN.,2,"Same core problem; position is stated on only one side, without contradiction."
MR-e845aa5b73efefcc,100006,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,CYL #2 BAFFLE SEAL IS LOOSE.,0,Different core problems: rocker-cover loose screws versus baffle seal defect.
MR-26116ec3bc84be4c,101598,CYL #2 & 3 INTAKES ARE LEAKING.,"R/H ENG, CYL #2, 3, 4 INTAKES ARE LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (2,3 versus 2,3,4)."
MR-2af8368ba7c067b7,100032,RIGHT ENG #4 AIR BAFFLE IS CRACKED,"L/H ENG, L/H AFT BAFFLE CRACKED, SEVERAL PLACES.",1,"Same baffle crack, but engine side conflicts (right versus left)."
MR-49cf81af144a1e46,103173,#2 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-3ef57f6477282be7,101898,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4)."
MR-d73bb6798cc10c64,100991,#2 INDUCTION TUBE GASKET LEAKING.,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (2 versus 1,2,4)."
MR-579096957f933c84,104702,L/H ENG #2 CYL HAS LOW COMPRESSION.,#4 CYL ON L/H ENG HAS LOW COMPRESSION. LEAKING FROM EXHAUST,1,"Same low cylinder compression, but the specified cylinder set conflicts (2 versus 4)."
MR-de68941e5f506493,101434,"R/H ENG CYL #4, 3 INTAKE GASKETS LEAKING.",R/H ENG CYL #3 & 4 INTAKE GASKETS LEAKING.,2,"Same core problem with compatible recorded component, defect, and context."
MR-f13906ed7e0f325f,100991,#2 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,"Same intake leak, but the specified cylinder set conflicts (2 versus 3,4)."
MR-c09c92a47012837c,105480,#1 & 3 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,3 versus 2,3,4)."
MR-8f4d36329a466cfa,100629,#2 INTAKE GASKET LEAKS.,#2 INTAKE GASKET IS LEAKING.,2,"Same core problem with compatible recorded component, defect, and context."
MR-5ff9ad893468b2f6,101264,CYL #3 ROCKER COVER IS MISSING A SCREW.,#3 CYL BAFFLE IS MISSING SCREW ON BRACKET.,0,Different core problems: rocker-cover missing screw versus baffle missing hardware.
MR-0b7456af479a745c,100716,R/H ENG CORNER BRACKET BY PROP CABLE IS CRACKED.,R/H ENG #4 BAFFLE CRACKED AT OIL COOLER.,0,Different core problems: structural crack versus baffle crack.
MR-f788ff132d67d175,105592,SMALL RUST SPOT ON AFT TOP L/H (L/H ENGINE MOUNT).,REMOVE ZIP TIES FROM ENGINE MOUNT.,1,"Related maintenance area, but core problem differs: engine-mount rust versus engine-mount attachment."
MR-bed1d8f7ff6b79d0,104674,R/H REAR BAFFLE INSP HOLE WORN.,#1 CYL FWD BAFFLE SEAL HAS A HOLE WORN IN IT.,1,"Related maintenance area, but core problem differs: baffle worn hole versus baffle seal defect."
MR-def085836d3d3798,104674,R/H REAR BAFFLE INSP HOLE WORN.,FWD BLACK ENG SEAL WORN.,1,"Related maintenance area, but core problem differs: baffle worn hole versus cowl/engine seal wear."
MR-ebb3a1b5c936bbd1,100641,R/H ENG #2 & 4 INDUCTION TUBE GASKETS LEAKING.,"#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",1,"Same intake leak, but engine side conflicts (right versus left)."
MR-ad03be8eb542d77e,100541,ALL ROCKER COVER SCREWS ARE LOOSE.,ALL ROCKER COVER SCREWS LOOSE & 1 MISSING.,1,"Related maintenance area, but core problem differs: rocker-cover loose screws versus rocker-cover missing screw."
MR-f1a071ca69550a60,105610,#3 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,3)."
MR-021850b7d8ca4883,104157,#2 & 3 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-80f31396f1cd314d,100629,#2 INTAKE GASKET LEAKS.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2 versus 4)."
MR-49dc9c23c55e5d06,101458,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,"LOW COMPRESSION ON CYLINDER #2, L/H ENGINE.",1,"Same low cylinder compression, but engine side conflicts (right versus left)."
MR-3384dc2bf36dd790,102327,#3 INDUCTION TUBE GASKET LEAKING.,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 1,2,4)."
MR-9c2a06f413d94643,103623,FOUND BROKEN COVER SCREW ON GROUND.,R/H REAR ENGINE BAFFLE SUPPORT BRACKET RIVETS BROKEN.,0,Only the generic broken condition overlaps; a cover screw and broken baffle-support rivets are different problems.
MR-532048223cc2df41,102381,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,"#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 2,4)."
MR-b864cffeb0cacfe0,101194,ROCKER BOX COVER SCREWS LOOSE.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,0,Different core problems: rocker-cover loose screws versus intake tube loose/damaged.
MR-6e9b141dad6bb91e,106156,BAFFLE PLUG DAMAGED.,"BAFFLE PLUG DAMAGED, REQUIRES REPLACEMENT.",2,"Same core problem with compatible recorded component, defect, and context."
MR-46bd6f77d20c83b9,102316,ENGINE AFT BAFFLE CYL #3 AREA HAS SHEARED RIVETS ON SUPPORT,TAB ON #3 CYL AFT BAFFLE RIVETS SHEARED OFF.,2,"Same core problem with compatible recorded component, defect, and context."
MR-b8f66d1320f3475c,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.",BAFFLE IS CRACKED ABOVE #1 CYL.,1,"Same cracked cylinder-1 baffle, but forward-side versus above-cylinder location differs materially."
MR-9f947a87e1bf75e4,104219,BOTH OIL COOLERS DIRTY.,SNIFFLER VALVE DIRTY.,0,Different core problems: oil-cooler contamination versus contamination.
MR-979c83e3ace07e3c,101194,ROCKER BOX COVER SCREWS LOOSE.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,0,Different core problems: rocker-cover loose screws versus intake tube loose/damaged.
MR-3d9df847afa98774,100716,R/H ENG CORNER BRACKET BY PROP CABLE IS CRACKED.,"LOWER AFT COWL, L/H ENG STARTER GEN AIR VENT HAS CRACK.",0,"Both mention a crack, but a prop-cable corner bracket and a starter-generator cowl air vent are different core components."
MR-de14c1def79b88a0,102327,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 2,4)."
MR-8ab21fb5af198e08,103676,#4 CYL ROCKER COVER IS MISSING SCREW.,#3 CYL BAFFLE IS MISSING SCREW ON BRACKET.,0,Different core problems: rocker-cover missing screw versus baffle missing hardware.
MR-a421f400e24de48a,103274,INTAKES #2 & 4 LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4)."
MR-6640cb4f1c021212,102604,#4 INTAKE LEAKS.,R/H ENG #4 INTAKE IS LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-61f530ededd9617e,100308,"#2, 3 & 4 ROCKER BOX COVER SCREWS LOOSE.",R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,0,Different core problems: rocker-cover loose screws versus baffle seal defect.
MR-e52c0ab3ac3df6da,103173,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4)."
MR-d19925002c69ac0d,104157,#2 & 3 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (2,3 versus 2,4)."
MR-db66070970d60952,106132,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,"#4 CYL INTAKE TUBE FLANGE WORN, L/H ENG.",0,Different core problems: pushrod/rocker damage versus intake tube loose/damaged.
MR-3b31cba5ef9d4bf9,106106,L/H ENGINE #4 BAFFLE CRACKED.,"L/H ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",1,"Same cracked L/H engine baffle, but cylinder-4 versus oil-cooler location differs materially."
MR-8f0c302a40e07e70,102624,COWL SEAL BY #2 CYL NEEDS TO BE REATTCHED TO BAFFLING.,#3 CYL TOP BAFFLING HAS A CRACK.,1,"Related maintenance area, but core problem differs: baffle seal defect versus baffle crack."
MR-57122e659517f721,100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,#3 AFT BAFFLE CRACKED ON R/H ENGINE.,1,"Same baffle crack, but engine side conflicts (left versus right)."
MR-2d4ea3994545bc86,101668,"ROCKER COVER GASKETS #2, 3 TORN.",ROCKER COVER GASKETS CYL #2 & 4 LEAKING.,1,"Same component area, but defect differs: torn versus leaking."
MR-21c75c16d8b58d19,105306,#2 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-df5c97e94c66f8d3,101194,ROCKER BOX COVER SCREWS LOOSE.,GROUNDING POINTS ON ENG & FIREWALL LOOSE.,0,Different core problems: rocker-cover loose screws versus loose hardware/component.
MR-e65a1804920cf255,103861,#4 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,"Same intake leak, but the specified cylinder set conflicts (4 versus 3,4)."
MR-28a8fbc91e8b904b,100958,#4 ROCKER COVER SCREWS LOOSE.,"#2, 3, 4 ROCKER COVER SCREWS LOOSE ON R/H ENG.",1,"Same rocker-cover loose screws, but the specified cylinder set conflicts (4 versus 2,3,4)."
MR-17e7ca250857931c,100006,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,1,"Same loose rocker-cover screws, but all cylinders versus only cylinders 2 and 4 is a material scope mismatch."
MR-5e3df8eeb380a107,103087,#2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-1b67690e64646568,104515,#2 & 1 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,3)."
MR-1cabe8fb8c34d4ed,103145,INTAKES #1 & 2 LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,3,4)."
MR-08c4c92f72192d6c,102604,#4 INTAKE LEAKS.,#2 CYL INTAKE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (4 versus 2)."
MR-9b4cd31a2b92ceb0,100081,#2 INTAKE LEAKS.,CYL #2 INTAKE LEAKING.,2,"Same core problem with compatible recorded component, defect, and context."
MR-ae3099b6f2da9ca6,100636,R/H ENGINE #3 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #4 INTAKE LEAKING.,1,"Same intake leak, but engine side conflicts (right versus left)."
MR-7221f3c2d4ec802c,101980,"R/H ENG #2, 3 & 4 ROCKER BOX COVERS LEAKING.","#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",0,Different core problems: rocker-cover gasket defect versus intake leak.
MR-7dade3eeefa86bce,103884,BAFFLE SCREW MISSING ABOVE STARTER.,"R/H ENGINE, L/H FWD BAFFLE SCREW MISSING.",1,"Same missing baffle screw, but above-starter versus R/H-engine L/H-forward-baffle location differs materially."
MR-9e171192e1f6f6e5,101264,CYL #3 ROCKER COVER IS MISSING A SCREW.,SCREW MISSING FROM L/H ENGINE #3 ROCKER COVER.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-f8da7025b8d6b8ca,105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",L/H ENGINE BAFFLE SEAL ABOVE #4 CYLINDER IS TORN.,1,"Same baffle seal defect, but engine side conflicts (right versus left)."
MR-258d79021df58ddb,102327,#3 INDUCTION TUBE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 1)."
MR-59b4b879e9ac2896,104135,BAFFLE PLUG IS DAMAGED.,"BAFFLE PLUG DAMAGED, REQUIRES REPLACEMENT.",2,"Same core problem with compatible recorded component, defect, and context."
MR-217ba083e7200f8f,100727,REAR BAFFLE PLUGS WORN OUT.,BOTH SPARK PLUG BAFFLE PLUGS ARE WORN.,2,"Same core problem; position is stated on only one side, without contradiction."
MR-8534be37c13c0798,100716,R/H ENG CORNER BRACKET BY PROP CABLE IS CRACKED.,"ENG BAFFLING CRACKED, R/H SIDE, ABOVE #1 CYLINDER.",0,Different core problems: structural crack versus baffle crack.
MR-282034bff37d5263,102624,COWL SEAL BY #2 CYL NEEDS TO BE REATTCHED TO BAFFLING.,#1 OUTER CYL BAFFLING CRACKED BY NUTPLATE.,1,"Related maintenance area, but core problem differs: baffle seal defect versus baffle crack."
MR-ece193d3c6fe7abe,102952,AUTO RE-IGN DOES NOT ACTIVATE W/ LOW N2 CONDITIONS.,"#4 CYL, L/H ENG, HAS LOW COMPRESSION.",0,Different core problems: auto re-ignition failure versus low cylinder compression.
