example_id,record_id,field,raw_problem,raw_action,raw_text,reference_text,reference_edit,automatic_category,review_reason,source_matches_reference_source,review_status,review_comment,valid_primary,_merge,expert_reference_valid,include_extended_reference,reference_scope,decision_basis,qc_flag,review_method,reviewed_on,amin_abbreviation_evidence,amin_misspelling_evidence,numeral_or_symbol_expansion
103593::combined,103593,combined,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,#2 INTAKE GASKET LEAKING. REMOVED & REPLACED W/ NEW GASKET.,NUMBER TWO INTAKE GASKET LEAKING. REMOVED AND REPLACED WITH NEW GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103594::combined,103594,combined,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,#2 INTAKE LEAKING. REMOVED & REPLACED #2 INTAKE GASKET.,NUMBER TWO INTAKE LEAKING. REMOVED AND REPLACED NUMBER TWO INTAKE GASKET.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103595::combined,103595,combined,#2 INTAKE LEAKS.,REMOVED & REPLACED W/ NEW INTAKE GASKET.,#2 INTAKE LEAKS. REMOVED & REPLACED W/ NEW INTAKE GASKET.,NUMBER TWO INTAKE LEAKS. REMOVED AND REPLACED WITH NEW INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103596::combined,103596,combined,#2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,#2 & 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED INTAKE GASKETS.,NUMBER TWO AND NUMBER FOUR INTAKE GASKETS LEAKING. REMOVED AND REPLACED INTAKE GASKETS.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103597::combined,103597,combined,#3 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,#3 & 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,NUMBER THREE AND NUMBER FOUR ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
103599::combined,103599,combined,R/H #3 ROCKER COVER LEAKING.,"REMOVED, CLEANED & INSTALLED NEW GASKET.","R/H #3 ROCKER COVER LEAKING. REMOVED, CLEANED & INSTALLED NEW GASKET.","RIGHT-HAND NUMBER THREE ROCKER COVER LEAKING. REMOVED, CLEANED AND INSTALLED NEW GASKET.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103600::combined,103600,combined,R/H ENGINE #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,R/H ENGINE #4 INTAKE GASKET LEAKING. REMOVED & REPLACED W/ NEW GASKET.,RIGHT-HAND ENGINE NUMBER FOUR INTAKE GASKET LEAKING. REMOVED AND REPLACED WITH NEW GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103601::combined,103601,combined,"L/H ENGINE #2, 3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED INTAKE GASKETS W/ NEW.,"L/H ENGINE #2, 3, 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED INTAKE GASKETS W/ NEW.","LEFT-HAND ENGINE NUMBERS TWO, THREE, AND FOUR INTAKE GASKETS LEAKING. REMOVED AND REPLACED INTAKE GASKETS WITH NEW.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103602::combined,103602,combined,#2 INTAKE GASKET LEAKING.,INSTALLED NEW #2 INTAKE GASKET.,#2 INTAKE GASKET LEAKING. INSTALLED NEW #2 INTAKE GASKET.,NUMBER TWO INTAKE GASKET LEAKING. INSTALLED NEW NUMBER TWO INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103603::combined,103603,combined,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,#3 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED GASKET.,NUMBER THREE ROCKER COVER GASKET LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
103604::combined,103604,combined,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#2 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,NUMBER TWO INTAKE GASKET LEAKING. REMOVED AND REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103605::combined,103605,combined,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING. REMOVED & REPLACED GASKET.,LEFT-HAND ENGINE NUMBER FOUR CYLINDER INTAKE GASKET IS LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103606::combined,103606,combined,L/H ENG #4 CYL SIDE BAFFLE IS MISSING A BOLT.,INSTALLED NEW HARDWARE.,L/H ENG #4 CYL SIDE BAFFLE IS MISSING A BOLT. INSTALLED NEW HARDWARE.,LEFT-HAND ENGINE NUMBER FOUR CYLINDER SIDE BAFFLE IS MISSING A BOLT. INSTALLED NEW HARDWARE.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103607::combined,103607,combined,R/H ENG #4 CYL ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,R/H ENG #4 CYL ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED GASKET.,RIGHT-HAND ENGINE NUMBER FOUR CYLINDER ROCKER COVER GASKET IS LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103608::combined,103608,combined,L/H ENG #2 & 4 CYL ROCKER COVER GASKETS ARE LEAKING.,REMOVED & REPLACED GASKETS.,L/H ENG #2 & 4 CYL ROCKER COVER GASKETS ARE LEAKING. REMOVED & REPLACED GASKETS.,LEFT-HAND ENGINE NUMBER TWO AND NUMBER FOUR CYLINDER ROCKER COVER GASKETS ARE LEAKING. REMOVED AND REPLACED GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103609::combined,103609,combined,#3 ROCKER COVER GASKET LEAKING.,"REMOVED, CLEANED & INSTALLED NEW GASKET.","#3 ROCKER COVER GASKET LEAKING. REMOVED, CLEANED & INSTALLED NEW GASKET.","NUMBER THREE ROCKER COVER GASKET LEAKING. REMOVED, CLEANED AND INSTALLED NEW GASKET.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
103610::combined,103610,combined,"COWL SEAL, ABOVE #3 CYL BAFFLE, FELL OFF RIVET.",REMOVED & REPLACED RIVET.,"COWL SEAL, ABOVE #3 CYL BAFFLE, FELL OFF RIVET. REMOVED & REPLACED RIVET.","COWL SEAL, ABOVE NUMBER THREE CYLINDER BAFFLE, FELL OFF RIVET. REMOVED AND REPLACED RIVET.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103611::combined,103611,combined,#3 INTAKE GASKET LEAKS ON L/H ENGINE.,"REMOVED, CLEANED & INSTALLED NEW GASKET.","#3 INTAKE GASKET LEAKS ON L/H ENGINE. REMOVED, CLEANED & INSTALLED NEW GASKET.","NUMBER THREE INTAKE GASKET LEAKS ON LEFT-HAND ENGINE. REMOVED, CLEANED AND INSTALLED NEW GASKET.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103612::combined,103612,combined,#2 & 4 INTAKE GASKETS LEAKING ON R/H ENGINE.,REMOVED & REPLACED W/ NEW GASKETS.,#2 & 4 INTAKE GASKETS LEAKING ON R/H ENGINE. REMOVED & REPLACED W/ NEW GASKETS.,NUMBER TWO AND NUMBER FOUR INTAKE GASKETS LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED WITH NEW GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103614::combined,103614,combined,"L/H #2, 3 & 4 INTAKE TUBE GASKETS LEAKING.","REPLACED L/H #2, 3, 4 INTAKE GASKETS.","L/H #2, 3 & 4 INTAKE TUBE GASKETS LEAKING. REPLACED L/H #2, 3, 4 INTAKE GASKETS.","LEFT-HAND NUMBERS TWO, THREE AND FOUR INTAKE TUBE GASKETS LEAKING. REPLACED LEFT-HAND NUMBERS TWO, THREE, AND FOUR INTAKE GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103615::combined,103615,combined,BOTH BAFFLE PLUG TABS BROKEN OFF.,INSTALLED NEW PLUGS.,BOTH BAFFLE PLUG TABS BROKEN OFF. INSTALLED NEW PLUGS.,BOTH BAFFLE PLUG TABS BROKEN OFF. INSTALLED NEW PLUGS.,,unchanged,exactly identical,True,approved_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,True,both,True,True,primary_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,identity_pair,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,False
103616::combined,103616,combined,#2 & 4 CYL INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,#2 & 4 CYL INTAKE GASKETS LEAKING. REMOVED & REPLACED INTAKE GASKETS.,NUMBER TWO AND NUMBER FOUR CYLINDER INTAKE GASKETS LEAKING. REMOVED AND REPLACED INTAKE GASKETS.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103617::combined,103617,combined,ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE. TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE. TIGHTENED SCREWS.,,unchanged,exactly identical,True,approved_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,True,both,True,True,primary_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,identity_pair,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,False
103618::combined,103618,combined,#4 CYLINDER HARNESS CLAMP BROKEN.,INSTALLED NEW CLAMP.,#4 CYLINDER HARNESS CLAMP BROKEN. INSTALLED NEW CLAMP.,NUMBER FOUR CYLINDER HARNESS CLAMP BROKEN. INSTALLED NEW CLAMP.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103619::combined,103619,combined,#3 & 4 ROCKER COVER GASKETS ARE LEAKING.,REMOVED & REPLACED W/ NEW GASKETS.,#3 & 4 ROCKER COVER GASKETS ARE LEAKING. REMOVED & REPLACED W/ NEW GASKETS.,NUMBER THREE AND NUMBER FOUR ROCKER COVER GASKETS ARE LEAKING. REMOVED AND REPLACED WITH NEW GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103621::combined,103621,combined,#4 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,#4 INTAKE GASKET IS LEAKING. REMOVED & REPLACED W/ NEW GASKET.,NUMBER FOUR INTAKE GASKET IS LEAKING. REMOVED AND REPLACED WITH NEW GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103622::combined,103622,combined,SCREW MISSING ON #3 BAFFLE BRACKET.,FOUND SCREW & REINSTALLED.,SCREW MISSING ON #3 BAFFLE BRACKET. FOUND SCREW & REINSTALLED.,SCREW MISSING ON NUMBER THREE BAFFLE BRACKET. FOUND SCREW AND REINSTALLED.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,True
103623::combined,103623,combined,FOUND BROKEN COVER SCREW ON GROUND.,"REMOVED COWL, ALL SCREWS ACCOUNTED FOR. REPLACED COWL.","FOUND BROKEN COVER SCREW ON GROUND. REMOVED COWL, ALL SCREWS ACCOUNTED FOR. REPLACED COWL.","FOUND BROKEN COVER SCREW ON GROUND. REMOVED COWL, ALL SCREWS ACCOUNTED FOR. REPLACED COWL.",,unchanged,exactly identical,True,approved_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,True,both,True,True,primary_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,identity_pair,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,False
103624::combined,103624,combined,L/H FWD #2 ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.,L/H FWD #2 ENGINE BAFFLE CRACKED. STOP DRILLED CRACK.,LEFT-HAND FORWARD NUMBER TWO ENGINE BAFFLE CRACKED. STOP DRILLED CRACK.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
103625::combined,103625,combined,#1 & 2 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,#1 & 2 INTAKE GASKETS LEAKING. REMOVED & REPLACED INTAKE GASKETS.,NUMBER ONE AND NUMBER TWO INTAKE GASKETS LEAKING. REMOVED AND REPLACED INTAKE GASKETS.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103626::combined,103626,combined,#4 ROCKER GASKET LEAKING.,TIGHTENED LOOSE BOLTS.,#4 ROCKER GASKET LEAKING. TIGHTENED LOOSE BOLTS.,NUMBER FOUR ROCKER GASKET LEAKING. TIGHTENED LOOSE BOLTS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
103627::combined,103627,combined,#2 CYL BAFFLE SEAL NEEDS TO BE SECURED.,RESECURED CYL #2 SIDE BAFFLE SEAL.,#2 CYL BAFFLE SEAL NEEDS TO BE SECURED. RESECURED CYL #2 SIDE BAFFLE SEAL.,NUMBER TWO CYLINDER BAFFLE SEAL NEEDS TO BE SECURED. RESECURED CYLINDER NUMBER TWO SIDE BAFFLE SEAL.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
103628::combined,103628,combined,#1 CYL FWD BAFFLE CRACKED.,STOP DRILLED CRACK.,#1 CYL FWD BAFFLE CRACKED. STOP DRILLED CRACK.,NUMBER ONE CYLINDER FORWARD BAFFLE CRACKED. STOP DRILLED CRACK.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
103629::combined,103629,combined,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,NUMBER FOUR INTAKE GASKET LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
103633::combined,103633,combined,"L/H ENG, L/H BAFFLE TIE ROD BROKEN.",REMOVED & REPLACED BROKEN BAFFLE TIE.,"L/H ENG, L/H BAFFLE TIE ROD BROKEN. REMOVED & REPLACED BROKEN BAFFLE TIE.","LEFT-HAND ENGINE, LEFT-HAND BAFFLE TIE ROD BROKEN. REMOVED AND REPLACED BROKEN BAFFLE TIE.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
103634::combined,103634,combined,CYL #3 PUSH ROD TUBE ADEL CLAMP HAS WORN RUBBER.,REMOVED & REPLACED ADEL CLAMP.,CYL #3 PUSH ROD TUBE ADEL CLAMP HAS WORN RUBBER. REMOVED & REPLACED ADEL CLAMP.,CYLINDER NUMBER THREE PUSH ROD TUBE ADEL CLAMP HAS WORN RUBBER. REMOVED AND REPLACED ADEL CLAMP.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
103635::combined,103635,combined,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,#3 INTAKE GASKET LEAKING. REMOVED & REPLACED #3 INTAKE GASKET.,NUMBER THREE INTAKE GASKET LEAKING. REMOVED AND REPLACED NUMBER THREE INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
