pair_id,query_id,query_problem,candidate_problem,problem_relevance_0_1_2,candidate_historical_action,candidate_historical_action_family,action_applicability_0_1_2,phase_b_notes
MR-696abde081ffa84e,100540,#1 INTAKE GASKET LEAKS.,#2 INTAKE GASKET LEAKING.,1,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-189f92435e66943d,101698,#4 INTAKE TUBE LOOSE.,CYL #1 INTAKE TUBE IS LOOSE.,1,"REPLACED INTAKE GASKETS FOR CYL #1, INTAKE IS SECURE.",Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-90991c5539607c79,100264,#3 INTAKE LEAKING AT CLAMP.,#4 INTAKE LEAKING ON R/H ENGINE.,1,REMOVED & REPLACED INTAKE GASKET.,Replace,1,"Intake-gasket replacement is relevant leak evidence, but the query explicitly locates the leak at the clamp, which may require a different correction."
MR-ec1ede12eda5b091,103943,ALL ROCKER COVER SCREWS LOOSE.,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,1,TIGHTENED SCREWS.,Adjust,1,"Tightening cylinders 2 and 4 is relevant, but it covers only part of the query for all rocker-cover screws."
MR-c755d2e2a23afb30,101225,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER.",ENGINE BAFFLE CRACKED ABOVE #1 CYL.,1,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-edab39d9cf6afdd4,106156,BAFFLE PLUG DAMAGED.,CYLINDER #4 BAFFLE PLUG TEETH ARE BROKEN.,2,REMOVED & REPLACED BAFFLE PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-2f6af32e9573f04b,105178,#1 ROCKER COVER GASKET LEAKS.,#2 ROCKER COVER GASKET LEAKING.,1,REMOVED & REPLACED GASKET.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-ba7b669fbe6738a9,103758,"L/H ENG, L/H FWD BAFFLE SEAL IS LOOSE.",R/H ENG #4 AFT BAFFLE SEAL LOOSE.,1,INSTALLED WASHER & RIVET.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c3a120cf3ded5999,101898,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-42c875ff085891e1,100958,#4 ROCKER COVER SCREWS LOOSE.,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,1,TIGHTENED SCREWS.,Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-e5141b2504f5376c,104031,#4 AFT BAFFLE CRACKED.,L/H BACK BAFFLE HAS A CRACK.,2,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-5eae615cd05a33ab,106168,"DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG",L/H ENGINE #2 CYL LOST CHT & EGT DURING LANDING. ALSO STARTE,1,REMOVED & REPLACED #2 CYL ASSY ON LEFT ENGINE. CHANGED,Replace,1,"Cylinder replacement is meaningful evidence for a similar cold-cylinder/CHT-EGT symptom, but the failure context is not identical."
MR-b661ed38451b463a,101898,#3 INDUCTION TUBE GASKET LEAKING.,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",1,REMOVED & REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-04d455d97a6ae5b7,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.","CRACK NOTED ON UNDERSIDE OF #1 ENG CYL BAFFLE, BY NUTS.",1,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-9fc8aa98db7abc70,101458,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,R/H ENGINE #4 CYL LOW ON COMPRESSION (30 LBS).,1,"ADDED 8 QTS OF MINERAL OI. RAN ENGINE, NO LEAKS. OPS CK",Other,0,Adding oil and recording an operational check does not diagnose or correct the low-compression condition.
MR-92e959ad32ad7527,102381,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 INTAKE IS LEAKING.,2,REPLACED INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-238efdf6c486ae7e,101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,"CRACK IN ENGINE COOLING BAFFLE, AROUND LANDING LIGHT WIRE SE",1,STOP DRILLED CRACK.,Other,1,"Related corrective action, but an important component/fault distinction limits direct applicability."
MR-b7fbc31f05cfc70a,105048,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-cda226687dc3aa89,102604,#4 INTAKE LEAKS.,CYL #2 INTAKE LEAKING.,1,REMOVED & REPLACED INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-914b9d0372d8562e,101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,R/H ENGINE AFT I/B BAFFLE @ OIL COOLER CRACKED.,1,STOP DRILLED CRACKS IN BAFFLE.,Other,1,"Related corrective action, but an important component/fault distinction limits direct applicability."
MR-6e9b141dad6bb91e,106156,BAFFLE PLUG DAMAGED.,"BAFFLE PLUG DAMAGED, REQUIRES REPLACEMENT.",2,REMOVED & REPLACED BAFFLE PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-e5d0b9c25efa9265,102823,#1 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-d3edd6a62147dd7f,104135,BAFFLE PLUG IS DAMAGED.,L/H BAFFLE PLUG WORN.,2,REMOVED & REPLACED PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-6448dddfff16567e,102624,COWL SEAL BY #2 CYL NEEDS TO BE REATTCHED TO BAFFLING.,#2 CYL BOTTOM FRONT BAFFLING HAS A CRACK.,1,STOP DRILLED CRACK.,Other,0,Historical action addresses a different component/fault or provides no meaningful action for the query.
MR-5030850d18df4aea,100197,#2 & 4 INTAKES ARE LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-1a67f2105bb66ca4,103145,INTAKES #1 & 2 LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-ca11e5f38a081386,101698,#4 INTAKE TUBE LOOSE.,#2 CYL INTAKE TUBE BOLT BROKEN.,1,REMOVED BROKEN BOLT.,Other,1,"Removing a broken intake-tube bolt is a relevant intermediate repair step, but it does not show the tube finally secured."
MR-19aa0b24b0a7c070,100568,ENGINE BAFFLE PLUG TABS BROKEN.,R/H ENGINE BAFFLE PLUG BROKEN.,2,INSTALLED NEW BAFFLE PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-8eac07e7df7bfbb0,103087,#2 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,2,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-c1651f97c74f31e0,100515,#3 ROCKER COVER GASKET IS TORN.,CYL #2 ROCKER COVER GASKET DAMAGED.,1,REMOVED & REPLACED ROCKER COVER GASKET.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-a84cd6d4ee5e3894,100727,REAR BAFFLE PLUGS WORN OUT.,TOP ENGINE COOLING FAN BAFFLE PLUGS WORN OUT.,1,REMOVED & REPLACED BAFFLE PLUGS.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-34c042f783cc8c1e,102624,COWL SEAL BY #2 CYL NEEDS TO BE REATTCHED TO BAFFLING.,#1 CYL BAFFLING CRACK EXTENDING BEYOND STOP DRILL.,1,STOP DRILLED CRACK & INSTALLED DOUBLER PLATE IN REFEREN,Replace,0,Historical action addresses a different component/fault or provides no meaningful action for the query.
MR-c649749b3e3f77d1,105048,#2 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,2,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-ad4c2431058fb055,100541,ALL ROCKER COVER SCREWS ARE LOOSE.,"#2, 3, 4 ROCKER COVER SCREWS LOOSE ON R/H ENG.",1,"TIGHTENED ALL SCREWS ON #2, 3, 4 ROCKER COVERS.",Adjust,1,"Tightening cylinders 2, 3 and 4 is relevant, but it covers only part of the query for all rocker-cover screws."
MR-e65a1804920cf255,103861,#4 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-8845d5fb91ba5bfe,102823,#1 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-a838989bcc9dc224,105286,#1 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-5d410d32ecc54d8f,104863,#1 CYL INTAKE LEAKS.,L/H ENG CYL #4 INTAKE IS LEAKING.,1,REMOVED & REPLACED INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-89f502d78e9363a6,104031,#4 AFT BAFFLE CRACKED.,CRACK ON #4 CYLINDER AFT BAFFLE.,2,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-3006d315a7aca97b,103824,"#3, 4 & 1 INTAKES ARE LEAKING.","INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-6c7c6bd95f3f5521,101371,AFT BAFFLE BRACKET MISSING SCREW.,MISSING SCREW FRONT BAFFLE ON R/H SIDE.,1,INSTALLED NEW SCREW.,Replace,1,"Installing a baffle screw is useful attachment evidence, but the query specifies an aft bracket and the historical case a front baffle."
MR-9af5e747174f5778,103173,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-e4bc60ada659508c,100641,R/H ENG #2 & 4 INDUCTION TUBE GASKETS LEAKING.,L/H ENG #3 INTAKE IS LEAKING.,1,REPLACED INTAKE GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-00e1bc9fd9045de7,104471,"#1, 2, 4 INTAKES LEAKING.",INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-748037aca5f42eb1,100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,L/H ENGINE BAFFLE BY ROCKER COVERS CRACKED.,1,REMOVED & REPLACED L/H ENGINE BAFFLE OVER ROCKER COVERS,Replace,1,"Action is relevant to the same problem class, but the recorded target or completion is not sufficiently explicit for a strong label."
MR-ad03be8eb542d77e,100541,ALL ROCKER COVER SCREWS ARE LOOSE.,ALL ROCKER COVER SCREWS LOOSE & 1 MISSING.,1,REPLACED MISSING SCREW & TIGHTENED ALL SCREWS.,Replace,2,Replacing the missing screw and tightening all screws fully addresses the loose-screw query.
MR-d29f7e1112c1284c,105940,2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-1432d172bb2cfa6d,100727,REAR BAFFLE PLUGS WORN OUT.,TABS ARE WORN OFF OF BAFFLE PLUGS.,2,REPLACED BAFFLE PLUGS.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-28a8fbc91e8b904b,100958,#4 ROCKER COVER SCREWS LOOSE.,"#2, 3, 4 ROCKER COVER SCREWS LOOSE ON R/H ENG.",1,"TIGHTENED ALL SCREWS ON #2, 3, 4 ROCKER COVERS.",Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-a421f400e24de48a,103274,INTAKES #2 & 4 LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-d19925002c69ac0d,104157,#2 & 3 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-d16c43bb3745bd33,101430,ENGINE OVER RIDE SPEED WAS 1225 RPM.,ENGINE IDLE OVERRIDE KILLED ENGINE.,1,"TRIED TO ADJUST IDLE SEVERAL TIMES, WOULDN'T ADJUST.",Adjust,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-bed1d8f7ff6b79d0,104674,R/H REAR BAFFLE INSP HOLE WORN.,#1 CYL FWD BAFFLE SEAL HAS A HOLE WORN IN IT.,1,REPAIRED W/ HIGH TEMP SILICONE.,Repair,0,Historical action addresses a different component/fault or provides no meaningful action for the query.
MR-9e171192e1f6f6e5,101264,CYL #3 ROCKER COVER IS MISSING A SCREW.,SCREW MISSING FROM L/H ENGINE #3 ROCKER COVER.,2,INSTALLED NEW HARDWARE.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-0d8d249dff5c8ad3,105048,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-2a833fcd5274c02d,101698,#4 INTAKE TUBE LOOSE.,#1 INTAKE TUBE DAMAGED.,1,CANNED CYL #1 INTAKE PIPE FROM INVENTORY ITEM. REMOVED,Other,0,The record only removes/cans a damaged intake pipe and does not show a completed correction for a loose tube.
MR-c86d942c915de0e1,103943,ALL ROCKER COVER SCREWS LOOSE.,ROCKER COVER SCREWS LOOSE ON L/H ENGINE.,2,TIGHTENED SCREWS.,Adjust,1,"Tightening rocker-cover screws is relevant, but the record does not confirm coverage of the query across all cylinders."
MR-a72878689106ceb4,100540,#1 INTAKE GASKET LEAKS.,#2 INTAKE GASKET IS LEAKING.,1,REMOVED & REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3ef57f6477282be7,101898,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,1,"REMOVED COWL, REMOVED & REPLACED GASKETS. REINSTALLED C",Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-e4167fe57c15c87b,101980,"R/H ENG #2, 3 & 4 ROCKER BOX COVERS LEAKING.",R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,1,"REMOVED & REPLACED ROCKER COVER GASKETS, R/H ENG.",Replace,1,"Rocker-cover gasket replacement is directly relevant, but the historical record covers fewer cylinders than the compound query."
MR-6f28d0b867ef1017,105286,#1 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-36a563c1879329ba,101238,#2 & 4 INTAKES ARE LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,2,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-3196521221de3dbc,100392,R/H #4 SIDE BAFFLE MISSING BOLTS.,#4 AFT BAFFLE MISSING SCREW.,1,REINSTALLED SCREW.,Other,1,"Reinstalling one baffle screw is relevant, but it only partially covers the query for missing side-baffle bolts."
MR-765b566a58279314,101877,#3 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-9ffb23b904be99f2,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.",BAFFLE CRACKED ABOVE #1 CYL.,1,"REMOVED BAFFLE, STOP DRILLED CRACK. FABRICATED PATCH, P",Repair,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-6640cb4f1c021212,102604,#4 INTAKE LEAKS.,R/H ENG #4 INTAKE IS LEAKING.,2,"REPLACED GASKET, CLEANED AREA.",Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-797cb09e7ad54e5b,102823,#1 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-a4727dd26372bdeb,104264,#3 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-5f976d527ce0923c,101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING.","#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",1,"REMOVED & REPLACED INTAKE GASKETS, L/H ENG.",Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-9f13b4bb2b0bc7f1,100081,#2 INTAKE LEAKS.,R/H ENG #4 INTAKE IS LEAKING.,1,"REPLACED GASKET, CLEANED AREA.",Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-b91268b1540b6c39,105480,#1 & 3 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-fe187c63532d1440,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.",R/H ENG BAFFLE CRACKED ON LEFT SIDE OF OIL COOLER.,1,SEPERATED FROM SIDE BAFFLE & FOUND CRACK TO BE PREVIOUS,Diagnose,1,"Inspection confirmed the same baffle-crack condition, but no new corrective action is recorded."
MR-006b2eca065e859b,106156,BAFFLE PLUG DAMAGED.,BAFFLE PLUG WORN.,2,INSTALLED NEW BAFFLE PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-9eb45a9a1765678a,105610,#3 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-54173fedac8029e9,101598,CYL #2 & 3 INTAKES ARE LEAKING.,#2 & 4 CYL INTAKES LEAKING ON L/H ENGINE.,1,REMOVED & REPLACED INTAKE GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-753e3dc2c02ce220,103861,#4 INDUCTION TUBE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,1,INSTALLED NEW INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-201bdc3d133f4b7f,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.","L/H ENG, L/H AFT BAFFLE CRACKED, SEVERAL PLACES.",1,REPLACED BAFFLE W/ REPAIRED ASSY.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-cdd19c04a0caca0e,105610,#3 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-03f3c410586b0eac,101225,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER.","ENGINE BAFFLE CRACKED, AFT OF #3 CYL, L/H ENG.",2,STOP DRILLED CRACKS.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-b8b0af22d5975ed9,100958,#4 ROCKER COVER SCREWS LOOSE.,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,1,TIGHTENED ALL SCREWS.,Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-184ed4ffa20d2ced,100727,REAR BAFFLE PLUGS WORN OUT.,BAFFLE PLUGS ARE WORN OUT.,2,REMOVED & REPLACED PLUGS.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-de68941e5f506493,101434,"R/H ENG CYL #4, 3 INTAKE GASKETS LEAKING.",R/H ENG CYL #3 & 4 INTAKE GASKETS LEAKING.,2,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-5dc2e0573ff3bf35,100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,"L/H ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",1,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-df31ec27ad87066b,100392,R/H #4 SIDE BAFFLE MISSING BOLTS.,SCREW MISSING IN #3 SIDE BAFFLE.,1,INSTALLED SCREW.,Replace,1,"Installing one side-baffle screw is relevant, but it only partially covers the query for missing bolts."
MR-f6fd0d2cfcd62d9e,100197,#2 & 4 INTAKES ARE LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-20ae42071f583b3f,105157,L/H #4 ROCKER COVER GASKET LEAKS.,#2 CYL ROCKER COVER GASKET LEAKING.,1,REMOVED & REPLACED ROCKER COVER GASKET.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-addf5c4a857c633f,104674,R/H REAR BAFFLE INSP HOLE WORN.,"BLACK BAFFLE SEAL, FWD ENG, HAS SMALL WORN SPOT ON L/H SIDE.",1,INSTALLED RTV TO WORN AREA.,Replace,0,Historical action addresses a different component/fault or provides no meaningful action for the query.
MR-d72ae8e4deb92880,104515,#2 & 1 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-2af8368ba7c067b7,100032,RIGHT ENG #4 AIR BAFFLE IS CRACKED,"L/H ENG, L/H AFT BAFFLE CRACKED, SEVERAL PLACES.",1,LEAK CK PROP OIL LINE - GOOD.,Other,0,A propeller-oil-line leak check does not diagnose or repair the cracked engine baffle.
MR-910eedb7a965cb7d,103884,BAFFLE SCREW MISSING ABOVE STARTER.,CYL #2 BAFFLE SCREW MISSING L/H ENGINE.,1,INSTALLED SCREW.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-33175a539022938a,103796,1 BAFFLE BUTTON WORN.,"ENG FWD LWR BLACK SEAL HAS WORN SPOTS, ABOVE AIR INTAKE.",1,SEALED AREAS W/ BLACK RTV.,Service,0,Action treats a worn seal rather than the queried baffle plug.
MR-81595922065374f1,104863,#1 CYL INTAKE LEAKS.,CYL #4 INTAKE IS LEAKING.,1,INSTALLED NEW INDUCTION TUBE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-a3acf751af4391b5,100264,#3 INTAKE LEAKING AT CLAMP.,#4 INTAKE LEAKING ON L/H ENGINE.,1,REMOVED & REPLACED #4 INTAKE GASKET ON L/H ENG.,Replace,1,"Intake-gasket replacement is relevant leak evidence, but the query explicitly locates the leak at the clamp, which may require a different correction."
MR-edc5ccb7a21bafaf,100540,#1 INTAKE GASKET LEAKS.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,1,REMOVED & REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3534faee30c725ec,101877,#3 INDUCTION TUBE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,1,INSTALLED NEW INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-1f66de15f826421d,104471,"#1, 2, 4 INTAKES LEAKING.","INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-5f879c2821817cdb,101744,BAFFLE BUTTON PLUG IS WORN.,L/H BAFFLE BUTTON PLUG IS BROKEN.,1,INSTALLED NEW PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-de14c1def79b88a0,102327,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-5e3df8eeb380a107,103087,#2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-780a72151fcb5612,104674,R/H REAR BAFFLE INSP HOLE WORN.,BLACK FWD SEAL ON ENG WORN IN SPOTS & LOOSE ON L/H SIDE.,1,APPLIED RTV TO WORN AREAS & SECURED LOOSE SECTION.,Adjust,0,Action treats worn seal material rather than the queried baffle inspection hole.
MR-25f3ad33fa0c69a4,103145,INTAKES #1 & 2 LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-93bac668d05752d7,100629,#2 INTAKE GASKET LEAKS.,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING.",1,REMOVED & REPLACED INTAKE GASKET W/ NEW.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-df744db05a262217,105157,L/H #4 ROCKER COVER GASKET LEAKS.,"CYL #4, 1 ROCKER COVER GASKET LEAKING.",1,"REMOVED & REPLACED CYL #1, 4 ROCKER COVER GASKETS.",Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-f3ff4e5f88cf74c9,101877,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,1,"REMOVED COWL, REMOVED & REPLACED GASKETS. REINSTALLED C",Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-08c4c92f72192d6c,102604,#4 INTAKE LEAKS.,#2 CYL INTAKE LEAKING.,1,INSTALLED NEW GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-4aceb63f2dba647a,105940,2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
