pair_id,query_id,query_problem,candidate_problem_x,problem_relevance_0_1_2,phase_a_notes,candidate_id,rank,selected_mode,query_true_historical_action_family,candidate_historical_action,candidate_historical_action_family,candidate_problem_y,candidate_cluster_id,candidate_leakage_group_id,retrieval_score,action_applicability_0_1_2,phase_b_notes
MR-aef2fd79902fef07,103623,FOUND BROKEN COVER SCREW ON GROUND.,L/H ENGINE OIL COOLER TO ENGINE LIFTING EYE BRACKET BROKEN.,0,Only the generic broken condition overlaps; a cover screw and an oil-cooler lifting-eye bracket are different problems.,101885,5,structure,Replace,INSTALLED SERVICEABLE BRACKET.,Replace,L/H ENGINE OIL COOLER TO ENGINE LIFTING EYE BRACKET BROKEN.,EC-2aad32e64c800996,LG-2aad32e64c800996,0.6,0,
MR-25f3ad33fa0c69a4,103145,INTAKES #1 & 2 LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,4).",106109,2,structure,Replace,CLINDERS NEED TO BE REPLACED. ,Replace,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,EC-97caa6160c52c03f,LG-4285908bb8f7434c,1.0,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-cda226687dc3aa89,102604,#4 INTAKE LEAKS.,CYL #2 INTAKE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (4 versus 2).",103578,4,structure,Replace,REMOVED & REPLACED INTAKE GASKET.,Replace,CYL #2 INTAKE LEAKING.,EC-ec7d2bc60636fedc,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-ba36bfcec1126c7d,103598,L/H ENGINE BAFFLE CRACKED.,FRONT & L/H ENGINE BAFFLE CRACKED.,2,"Same core problem; position is stated on only one side, without contradiction.",102654,4,structure,Repair,STOP DRILLED CRACK.,Other,FRONT & L/H ENGINE BAFFLE CRACKED.,EC-b26b7fabc7e30c45,LG-f8e3931135eed2d1,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-38a61dc44ecde8ed,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.",R/H #1 CYL BAFFLE HAS A CRACK.,2,"Same core problem; position is stated on only one side, without contradiction.",103970,4,structure,Repair,STOP DRILLED CRACK.,Other,R/H #1 CYL BAFFLE HAS A CRACK.,EC-58405bc635d6d5f3,LG-67f347997e387064,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-33175a539022938a,103796,1 BAFFLE BUTTON WORN.,"ENG FWD LWR BLACK SEAL HAS WORN SPOTS, ABOVE AIR INTAKE.",1,"Related maintenance area, but core problem differs: baffle plug defect versus cowl/engine seal wear.",106143,1,structure,Replace,SEALED AREAS W/ BLACK RTV.,Service,"ENG FWD LWR BLACK SEAL HAS WORN SPOTS, ABOVE AIR INTAKE.",EC-e880194cc629db88,LG-e880194cc629db88,0.6,0,Action treats a worn seal rather than the queried baffle plug.
MR-4aceb63f2dba647a,105940,2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction.",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-caf1fb9e05e1e787,100392,R/H #4 SIDE BAFFLE MISSING BOLTS.,"TOP FRONT R/H BAFFLE, BAFFLE SEAL RIVET PULLED THROUGH.",1,"Related maintenance area, but core problem differs: baffle missing hardware versus baffle seal defect.",100087,2,structure,Replace,DRILLED OUT RIVET & INSTALLED SCREW & NUT TO ATTACH R/H,Replace,"TOP FRONT R/H BAFFLE, BAFFLE SEAL RIVET PULLED THROUGH.",EC-c8fadef8fcc0d81e,LG-c8fadef8fcc0d81e,0.8,1,"The screw-and-nut repair is useful baffle-attachment evidence, but the historical fault is a pulled rivet rather than missing bolts."
MR-d2a11a3785ed8465,100568,ENGINE BAFFLE PLUG TABS BROKEN.,BAFFLE PLUG ABOVE #4 CYL HAS BROKEN TABS.,2,"Same core problem; cylinder/location and position are stated on only one side, without contradiction.",103311,5,structure,Replace,REPLACED BAFFLE PLUGS W/ NEW.,Replace,BAFFLE PLUG ABOVE #4 CYL HAS BROKEN TABS.,EC-cd7fe8b0a764e008,LG-cd7fe8b0a764e008,0.8666666666666667,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-b4d650b742244d1c,105157,L/H #4 ROCKER COVER GASKET LEAKS.,#1 ROCKER COVER GASKET IS LEAKING.,1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (4 versus 1).",100447,4,structure,Replace,REMOVED & REPLACED GASKET.,Replace,#1 ROCKER COVER GASKET IS LEAKING.,EC-f3218e222926d0a2,LG-608d782c2258dd59,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-52fbf55bef5d0e7e,104621,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,CRANKSHAFT FRONT SEAL NEEDS TO BE REPLACED.,1,"Related maintenance area, but core problem differs: crankshaft gouge versus crankshaft seal.",105982,1,structure,Replace,LEAK CK GOOD.,Other,CRANKSHAFT FRONT SEAL NEEDS TO BE REPLACED.,EC-be748391c5b6ecbd,LG-be748391c5b6ecbd,0.5874999999999999,0,Leak checking a crankshaft seal does not address the queried crankshaft gouge.
MR-4fcfc1186b9d8ebd,103598,L/H ENGINE BAFFLE CRACKED.,"L/H ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",2,"Same core problem with compatible recorded component, defect, and context.",104508,3,structure,Repair,STOP DRILLED CRACK.,Other,"L/H ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",EC-8b145591b7aa4dcd,LG-486dfcf538c059ba,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-b8b0af22d5975ed9,100958,#4 ROCKER COVER SCREWS LOOSE.,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,1,"Same loose rocker-cover screws, but cylinder 4 versus all cylinders is a material scope mismatch.",100202,2,structure,Adjust,TIGHTENED ALL SCREWS.,Adjust,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,EC-a441330875585b5d,LG-a441330875585b5d,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-d6026c309b1b0576,101434,"R/H ENG CYL #4, 3 INTAKE GASKETS LEAKING.","CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING ON L/H ENG.",1,"Same intake leak, but engine side conflicts (right versus left).",101493,3,structure,Replace,REMOVED & REPLACED GASKETS.,Replace,"CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING ON L/H ENG.",EC-55fc6967855845d9,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-0e9a937d736c5d70,101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING.",R/H ENG #3 INTAKE IS LEAKING.,1,"Same intake leak, but engine side conflicts (left versus right).",102067,3,structure,Replace,REPLACED INTAKE GASKET.,Replace,R/H ENG #3 INTAKE IS LEAKING.,EC-2c45d54fef43ee4a,LG-4285908bb8f7434c,0.8,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-22c8afb911273bdb,103943,ALL ROCKER COVER SCREWS LOOSE.,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction.",100202,5,structure,Adjust,TIGHTENED ALL SCREWS.,Adjust,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,EC-a441330875585b5d,LG-a441330875585b5d,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-76bdd03baff72878,103861,#4 INDUCTION TUBE GASKET LEAKING.,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (4 versus 1,2,4).",106089,3,structure,Replace,REMOVED & REPLACED GASKETS.,Replace,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",EC-47ad4117e588d4c8,LG-4285908bb8f7434c,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-1a7e82ada6482440,100629,#2 INTAKE GASKET LEAKS.,#2 INTAKE GASKET LEAKING.,2,"Same core problem with compatible recorded component, defect, and context.",105235,4,structure,Replace,REPLACED GASKET.,Replace,#2 INTAKE GASKET LEAKING.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-89f502d78e9363a6,104031,#4 AFT BAFFLE CRACKED.,CRACK ON #4 CYLINDER AFT BAFFLE.,2,"Same core problem with compatible recorded component, defect, and context.",106162,1,structure,Replace,STOP DRILLED CRACK.,Other,CRACK ON #4 CYLINDER AFT BAFFLE.,EC-cb7d1acdb1797924,LG-cb7d1acdb1797924,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-b3c403d8989ebd52,103884,BAFFLE SCREW MISSING ABOVE STARTER.,"2 BAFFLE SCREWS MISSING, ABOVE STARTER.",1,"Same location and missing baffle screws, but one screw versus two screws is a material quantity mismatch.",103334,3,structure,Replace,INSTALLED SCREWS.,Replace,"2 BAFFLE SCREWS MISSING, ABOVE STARTER.",EC-88bfd2e01cc8f61d,LG-88bfd2e01cc8f61d,0.8,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-b869670b7d7477af,101668,"ROCKER COVER GASKETS #2, 3 TORN.",#3 & 4 ROCKER COVER GASKETS ARE BROKEN.,1,"Same component area, but defect differs: torn versus broken.",100667,2,structure,Replace,REMOVED & REPLACED #3 & 4 ROCKER COVER GASKETS.,Replace,#3 & 4 ROCKER COVER GASKETS ARE BROKEN.,EC-63ef705f61127b15,LG-077c2249cbac9ba5,0.7000000000000001,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-a62e3541c2b78af7,101668,"ROCKER COVER GASKETS #2, 3 TORN.",#1 & 3 ROCKER COVER GASKETS ARE BROKEN.,1,"Same component area, but defect differs: torn versus broken.",100477,3,structure,Replace,REMOVED & REPLACED ROCKER COVER GASKETS.,Replace,#1 & 3 ROCKER COVER GASKETS ARE BROKEN.,EC-077c2249cbac9ba5,LG-077c2249cbac9ba5,0.7000000000000001,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-2714bb50f2b7bdd0,103173,#2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction.",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-16c711da1581cbcf,105178,#1 ROCKER COVER GASKET LEAKS.,#2 CYL ROCKER COVER GASKET LEAKING.,1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (1 versus 2).",100951,3,structure,Replace,REMOVED & REPLACED ROCKER COVER GASKET.,Replace,#2 CYL ROCKER COVER GASKET LEAKING.,EC-a8ddc92dbdb74855,LG-608d782c2258dd59,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-6b14ba7e6efac550,101744,BAFFLE BUTTON PLUG IS WORN.,R/H ENGINE #1 CYL EXHAUST ROCKER WORN ON SHAFT.,0,Different core problems: baffle plug defect versus wear.,106133,3,structure,Replace,REPLACED W/ NEW ROCKER & ROCKER SHAFT. TAPPET CLEARANCE,Replace,R/H ENGINE #1 CYL EXHAUST ROCKER WORN ON SHAFT.,EC-add2db677f24d601,LG-add2db677f24d601,0.6,0,
MR-451ec177c410799d,106132,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,#3 CYL ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,1,"Same pushrod/rocker damage, but the specified cylinder set conflicts (2 versus 3).",105665,5,structure,Replace,REMOVED & REPLACED ROCKER ARM & PUSH ROD.,Replace,#3 CYL ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,EC-65951a3eaf593983,LG-c496712107f60641,0.8,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-15e4a273a51f4f55,100848,OIL COOLER HOSE REQUIRES REPOSITIONING.,R/H BAFFLE PLUG NEEDS TO BE REPLACED.,0,Different core problems: oil-cooler hose position versus baffle plug defect.,101625,4,structure,Adjust,REMOVED & REPLACED BAFFLE PLUG.,Replace,R/H BAFFLE PLUG NEEDS TO BE REPLACED.,EC-e42824d9ad370610,LG-d671d8fdeb671d58,0.4285714285714285,0,
MR-3f3678354d7d0062,105029,#1 FWD BAFFLE SEAL LOOSE.,FWD LOWER BAFFLE SEAL LOOSE.,2,"Same core problem; cylinder/location is stated on only one side, without contradiction.",101845,4,structure,Adjust,RESECURED BAFFLE SEAL.,Adjust,FWD LOWER BAFFLE SEAL LOOSE.,EC-a4c8a16e92b9dd33,LG-a3686534aeca5d63,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-797cb09e7ad54e5b,102823,#1 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,4 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-c69d1df243edd7cc,102221,#1 INTAKE GASKET LEAKS.,#4 INTAKE GASKET IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4).",105211,2,structure,Replace,REPLACED GASKETS. LEAK CK GOOD.,Replace,#4 INTAKE GASKET IS LEAKING.,EC-0489f0dc14177ee4,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-addf5c4a857c633f,104674,R/H REAR BAFFLE INSP HOLE WORN.,"BLACK BAFFLE SEAL, FWD ENG, HAS SMALL WORN SPOT ON L/H SIDE.",1,"Related maintenance area, but core problem differs: baffle worn hole versus baffle seal defect.",105007,5,structure,Replace,INSTALLED RTV TO WORN AREA.,Replace,"BLACK BAFFLE SEAL, FWD ENG, HAS SMALL WORN SPOT ON L/H SIDE.",EC-1de7f0491eaf6054,LG-1de7f0491eaf6054,0.6,0,Historical action addresses a different component/fault or provides no meaningful action for the query.
MR-9158b20826b5a79e,105940,2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-a838989bcc9dc224,105286,#1 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,4 versus 2,4).",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-38923729cb274813,100197,#2 & 4 INTAKES ARE LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction.",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-249d7bdbd5293f52,105029,#1 FWD BAFFLE SEAL LOOSE.,LOWER L/H FWD BAFFLE SEAL IS LOOSE.,2,"Same core problem; engine side and cylinder/location are stated on only one side, without contradiction.",101810,3,structure,Adjust,REPAIRED BAFFLE SEAL & SECURED.,Adjust,LOWER L/H FWD BAFFLE SEAL IS LOOSE.,EC-a3686534aeca5d63,LG-a3686534aeca5d63,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c86d942c915de0e1,103943,ALL ROCKER COVER SCREWS LOOSE.,ROCKER COVER SCREWS LOOSE ON L/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction.",102910,4,structure,Adjust,TIGHTENED SCREWS.,Adjust,ROCKER COVER SCREWS LOOSE ON L/H ENGINE.,EC-1e1d0656c55ba70a,LG-a441330875585b5d,1.0,1,"Tightening rocker-cover screws is relevant, but the record does not confirm coverage of the query across all cylinders."
MR-eed3fac1ac95a5e3,105286,#1 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,4 versus 2,3).",103544,4,structure,Replace,REPLACED #3 GASKET.,Replace,L/H ENG #2 & 3 INTAKES ARE LEAKING.,EC-410f2059a575ccfa,LG-4285908bb8f7434c,1.0,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-930e30ff7a67e058,100641,R/H ENG #2 & 4 INDUCTION TUBE GASKETS LEAKING.,R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.,102097,1,structure,Replace,"REMOVED & REPLACED ROCKER COVER GASKETS, R/H ENG.",Replace,R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,EC-53fb909aad596f14,LG-608d782c2258dd59,0.8,0,
MR-81595922065374f1,104863,#1 CYL INTAKE LEAKS.,CYL #4 INTAKE IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4).",101782,2,structure,Replace,INSTALLED NEW INDUCTION TUBE GASKET.,Replace,CYL #4 INTAKE IS LEAKING.,EC-907095f0489f2214,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3f0d9d9b8f880af4,105480,#1 & 3 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,3 versus 2,3).",103544,4,structure,Replace,REPLACED #3 GASKET.,Replace,L/H ENG #2 & 3 INTAKES ARE LEAKING.,EC-410f2059a575ccfa,LG-4285908bb8f7434c,1.0,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-cdd19c04a0caca0e,105610,#3 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-81d541c6ab6ca61e,104471,"#1, 2, 4 INTAKES LEAKING.","INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,2,4 versus 2,3,4).",103495,5,structure,Replace,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",EC-acfd9a8357993041,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-aa46e6df10969bce,100641,R/H ENG #2 & 4 INDUCTION TUBE GASKETS LEAKING.,L/H ENG #3 ROCKER COVER IS LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.,102068,2,structure,Replace,REPLACED ROCKER COVER GASKET.,Replace,L/H ENG #3 ROCKER COVER IS LEAKING.,EC-4f854674f99caf68,LG-608d782c2258dd59,0.8,0,
MR-f2977fbd946c3f22,104582,#2 LOWER INTAKE CLAMP LOOSE.,SCREW BEHIND OIL DIPSTICK TUBE LOOSE.,0,Different core problems: intake clamp loose versus loose hardware/component.,106068,2,structure,Adjust,TIGHTENED SCREW.,Adjust,SCREW BEHIND OIL DIPSTICK TUBE LOOSE.,EC-fec6a74e246506cb,LG-7258411586fd843f,0.6,0,
MR-9af5e747174f5778,103173,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4).",103495,5,structure,Replace,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",EC-acfd9a8357993041,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-1178dd0f22cc74ee,100095,ROCKER BOX COVER SCREWS LOOSE.,GROUNDING POINTS ON ENG & FIREWALL LOOSE.,0,Different core problems: rocker-cover loose screws versus loose hardware/component.,106091,4,structure,Adjust,TIGHTENED ALL BOLTS.,Adjust,GROUNDING POINTS ON ENG & FIREWALL LOOSE.,EC-25238a27175b7fcb,LG-25238a27175b7fcb,0.6,0,
MR-d2b97a583f39a290,105592,SMALL RUST SPOT ON AFT TOP L/H (L/H ENGINE MOUNT).,ADEL CLAMP TORN BY R/H ENGINE MOUNT.,0,Different core problems: engine-mount rust versus other.,101547,2,structure,Inspect,REMOVED & REPLACED CLAMP.,Replace,ADEL CLAMP TORN BY R/H ENGINE MOUNT.,EC-1a6bd113dca0ef16,LG-1a6bd113dca0ef16,1.0,0,
MR-a692fa20834c03eb,103676,#4 CYL ROCKER COVER IS MISSING SCREW.,R/H ENG #2 CYL FWD BAFFLE IS MISSING A SCREW.,0,Different core problems: rocker-cover missing screw versus baffle missing hardware.,102308,3,structure,Replace,INSTALLED NEW SCREW.,Replace,R/H ENG #2 CYL FWD BAFFLE IS MISSING A SCREW.,EC-5b675d5fa50ef211,LG-8407cead18b14600,0.8666666666666667,0,
MR-f3ff4e5f88cf74c9,101877,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4).",106122,1,structure,Replace,"REMOVED COWL, REMOVED & REPLACED GASKETS. REINSTALLED C",Replace,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,EC-4806f7911e096a20,LG-4285908bb8f7434c,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-7aea116f179086b3,106168,"DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG","ROUGH ENGINE START UNUSUAL INDICATION CYL #4, LOWER TEMPERAT",0,Different core problems: engine rough/cold cylinder versus other.,104174,2,structure,Diagnose,"RAN A/C, LEAK CK'ED. OPS & LEAK CK GOOD.",Other,"ROUGH ENGINE START UNUSUAL INDICATION CYL #4, LOWER TEMPERAT",EC-eeb648b5ae699670,LG-eeb648b5ae699670,0.5666666666666667,0,
MR-af16f09c1f59c6ec,104264,#3 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-9faada01adea238c,100541,ALL ROCKER COVER SCREWS ARE LOOSE.,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,1,"Same loose rocker-cover screws, but all cylinders versus only cylinders 2 and 4 is a material scope mismatch.",101923,1,structure,Adjust,TIGHTENED SCREWS.,Adjust,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,EC-0da31f24efe47fb5,LG-0da31f24efe47fb5,1.0,1,"Tightening cylinders 2 and 4 is relevant, but it covers only part of the query for all rocker-cover screws."
MR-a7c1ec2b2ae9edcd,100515,#3 ROCKER COVER GASKET IS TORN.,#1 ROCKER COVER GASKET LEAKING.,1,"Same component area, but defect differs: torn versus leaking.",104410,4,structure,Replace,REMOVED & REPLACED GASKET.,Replace,#1 ROCKER COVER GASKET LEAKING.,EC-3466c922bf8446a2,LG-608d782c2258dd59,0.65,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-5aa85288f77d8972,101458,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST",1,"Same low cylinder compression, but the specified cylinder set conflicts (3 versus 1).",103906,4,structure,Diagnose,"REMOVED CYLINDER, FOUND BENT EXHAUST VALVE. INSTALLED R",Replace,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST",EC-bf7750d05462a416,LG-bf7750d05462a416,0.7625,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-09879a987d8963b7,100727,REAR BAFFLE PLUGS WORN OUT.,WORN BAFFLE PLUGS.,2,"Same core problem; position is stated on only one side, without contradiction.",101713,2,structure,Replace,REMOVED & REPLACED BAFFLE PLUGS.,Replace,WORN BAFFLE PLUGS.,EC-91be8df44bfb7301,LG-91be8df44bfb7301,0.8749999999999999,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-a4727dd26372bdeb,104264,#3 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,4).",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-edc5ccb7a21bafaf,100540,#1 INTAKE GASKET LEAKS.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4).",103605,1,structure,Replace,REMOVED & REPLACED GASKET.,Replace,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,EC-9187c760c59569da,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-60589521f9002354,104582,#2 LOWER INTAKE CLAMP LOOSE.,"BAFFLE SEAL LOOSE ON LH/ ENG, #4 AFT BAFFLE.",0,Different core problems: intake clamp loose versus baffle seal defect.,101554,5,structure,Adjust,SECURED BAFFLE SEAL BACK ON ENGINE BAFFLE.,Adjust,"BAFFLE SEAL LOOSE ON LH/ ENG, #4 AFT BAFFLE.",EC-58191b4392158710,LG-58191b4392158710,0.6,0,
MR-edab39d9cf6afdd4,106156,BAFFLE PLUG DAMAGED.,CYLINDER #4 BAFFLE PLUG TEETH ARE BROKEN.,2,"Same core problem; cylinder/location is stated on only one side, without contradiction.",101860,3,structure,Replace,REMOVED & REPLACED BAFFLE PLUG.,Replace,CYLINDER #4 BAFFLE PLUG TEETH ARE BROKEN.,EC-a0a4f86c3610f1d6,LG-a0a4f86c3610f1d6,0.7000000000000001,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c1651f97c74f31e0,100515,#3 ROCKER COVER GASKET IS TORN.,CYL #2 ROCKER COVER GASKET DAMAGED.,1,"Same component area, but defect differs: torn versus damaged.",102106,2,structure,Replace,REMOVED & REPLACED ROCKER COVER GASKET.,Replace,CYL #2 ROCKER COVER GASKET DAMAGED.,EC-66a49eb0f580bc7a,LG-66a49eb0f580bc7a,0.9249999999999999,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
