evaluation_cluster_id,split,case_count,unique_problem_texts,sample_problem_1,sample_problem_2,sample_problem_3,sample_case_ids
EVC-458c3d712df76cfd,train,1,1,L/H MAG ON L/H ENG PRODUCED CONSIDERABLE VIBRATION.,,,102477
EVC-45a20ebe51877815,train,1,1,#4 BAFFLE HAS LOOSE HARDWARE ON R/H ENGINE.,,,103574
EVC-45d22dbd68d8f09b,train,1,1,BAFFLE PLUG ABOVE #4 CYL HAS BROKEN TABS.,,,103311
EVC-45f6517289bf10f8,train,1,1,CRACK ON L/H UPPER BAFFLE.,,,104469
EVC-461108828f7b1a9d,test,1,1,#3 BAFFLE SEAL RIVETS LOOSE.,,,103705
EVC-467626b22ee3464d,train,1,1,L/H #1 INTAKE I/B PUSH ROD TUBE SEAL IS LEAKING.,,,100754
EVC-4688ab5b33326edc,dev,1,1,#3 INTAKE LEAKING AT CLAMP.,,,100264
EVC-46b9e3d453109d28,train,1,1,R/H NACELLE VENT HAS BENT FLANGE.,,,104636
EVC-46ba6542f2cd65d6,train,1,1,L/H ENG IS MISSING BAFFLE BOLT FROM #3 CYL.,,,102906
EVC-46c1b4a54e04ffab,train,1,1,#3 OIL DRAIN LINE HAS RUB MARK.,,,102819
EVC-471f85654822517d,train,1,1,#2 INTAKE BOLT HOLE STRIPPED.,,,102797
EVC-4735203d8200bcb3,train,1,1,BAFFLING SUPPORT BRACKET BROKEN ON CYL #2.,,,102697
EVC-474fa22574e31ce6,train,1,1,"L/H MAG, LOWER STUD PULLED OUT FROM CASE.",,,104604
EVC-475c90c84ed1b54a,train,1,1,CYL #1 & 3 SIDE BAFFLE BOLT IS LOOSE.,,,102090
EVC-47d99b7e6d3b9f93,train,1,1,L/H AFT UPPER BAFFLE CRACKED.,,,100433
EVC-47e6e914bae05d3a,dev,1,1,SEAL WORN ABOVE AIR INTAKE.,,,103869
EVC-48238762d81111f3,train,1,1,A/C REQUIRES RUN UP.,,,101031
EVC-488f5122ce12e683,train,1,1,RIVNUT STRIPPED OUT ON BAFFLE FOR OIL COOLER.,,,103397
EVC-48a9f64c46d12639,test,1,1,GROUNDING AREA FOR NEW ENG NEEDS PAINT REMOVED.,,,104956
EVC-48b19c7c55d5c4d2,train,1,1,SCREW MISSING AT #3 CYL BAFFLE.,,,103127
EVC-48ba626968336e3f,train,1,1,"CRACK IN FRONT ENGINE BAFFLE, L/H SIDE.",,,102177
EVC-48bf03dd1829275c,train,1,1,CRACK IN AFT ENGINE BAFFLE @ OIL COOLER ON R/H ENGINE.,,,101469
EVC-48c66af31640484f,train,1,1,MULTIPLE ZIP TIES ON ENGINE MOUNT.,,,105885
EVC-48e4a8e9846f1ad0,train,1,1,SPRING CONNECTOR BETWEEN #1 & 3 CYL BAFFLES IS BROKEN.,,,103360
EVC-48fa0c4d03c782c0,train,1,1,"R/H ENG BAFFLE, BETWEEN #2 & 4 CYL, REQ REWORK.",,,102962
EVC-49796e7edde5364a,train,1,1,AT FULL THROTTLE; THERE WAS ENGINE ROUGHNESS.,,,104405
EVC-49d0d80292a1d7a0,train,1,1,L/H ENGINE BAFFLE SEAL ABOVE #4 CYLINDER IS TORN.,,,101200
EVC-49eb971e1a61326e,train,1,1,"WHILE PERFORMING GO-AROUND @ D37 ON CLIMBOUT, ENGINE SPUTTER",,,103867
EVC-4a203960bd190817,train,1,1,CHAFE TAPE NEEDED ON #2 BAFFLE.,,,105624
EVC-4a359d4ea9e3270b,dev,1,1,"AFTER LANDING, A/C IDLE @ 970 RPM.",,,100066
EVC-4a61091a58c9b194,train,1,1,R/H REAR ENGINE BAFFLE MOUNT RIVETS BROKEN.,,,105153
EVC-4a80900d7c650da1,train,1,1,"L/H SIDE ENG #2, 3, 4 INTAKES LEAKING.",,,102176
EVC-4aa56b19959973eb,train,1,1,"R/H ENG HAS CRACKED 90* BRACKET FWD OIL COOLER, NEEDS STOP D",,,105789
EVC-4abf28c4a87aa38a,train,1,1,"UPON LEANING MIXTURE ON GROUND; ENGINE QUIT. RESTARTED, SPUT",,,104760
EVC-4ac91820f8261914,dev,1,1,"DURING ENTIRE FLIGHT L/H RPM WOULD INCREASE SIGNIFICANTLY, R",,,105176
EVC-4ad60bd5649f2cac,train,1,1,FRONT LOWER BAFFLE HAS HOLE IN IT FROM MUFFLER SHROUD.,,,105161
EVC-4ade19edc76a9ca2,train,1,1,ENGINE PROBLEM,,,103113
EVC-4af49118aca58fd3,train,1,1,#3 REAR BAFFLE SCREW LOOSE.,,,103848
EVC-4affc6fe71161929,train,1,1,#2 & 4 CYL BAFFLE CONNECTION ROD BROKEN.,,,103406
EVC-4b13c20d11a590ae,train,1,1,OIL COOLER BAFFLING CRACKED IN LWR I/B CORNER.,,,100521
EVC-4b23b1b5cb12a79d,train,1,1,BOTH BAFFLE PLUGS ARE IN NEED OF REPLACEMENT.,,,106142
EVC-4b3be3130f3bb514,train,1,1,TEST FLIGHT NEEDED FOR HOVER POWER.,,,102821
EVC-4b7ad34488478f35,train,1,1,"BOTH ENGS, ALL ROCKER COVERS LOOSE.",,,100162
EVC-4bf9ac1c5e061bf4,test,1,1,"R/H AFT ENGINE BAFFLE SCREW MISSING, SECURED TO ENGINE CASE.",,,103711
EVC-4c0f78e4f9210369,train,1,1,FWD BAFFLE SEAL MISSING FROM MUFFLER INTAKE ON BAFFLE.,,,105165
EVC-4c46da9bf28d2043,train,1,1,ENGINE DRAIN LINES NEED ADEL CLAMPS REPLACED.,,,105715
EVC-4c940f982bd10f99,train,1,1,BOTTOM R/H BAFFLE TIE DOWN UNSECURED FROM BAFFLE.,,,103065
EVC-4cac4e1b59eb0ab0,test,1,1,L/H ENGINE CYL #4 AFT BAFFLE STIFFENER IS CRACKED.,,,100281
EVC-4d767d3a71b30557,train,1,1,R/H ENG #2 FWD BAFFLE SCREW & WASHER LOOSE.,,,102380
EVC-4d81431ba3e4c6f2,train,1,1,CYL #1 & 3 TIE ROD IS LOOSE AND AFT BAFFLE IS CONTACTING OIL,,,105744
EVC-4e2018d348bf4b30,train,1,1,#3 FWD PUSH ROD TUBE LEAKING @ ENGINE.,,,100386
EVC-4e255e5504086544,train,1,1,ENGINE DID NOT START.,,,102446
EVC-4e6e86052f4afc04,test,1,1,R/H BOTTOM BAFFLE TIE WIRE HOLE ELONGATED.,,,105551
EVC-4e7576797ce13448,train,1,1,"L/H ENG, FIRST STAGE COMPRESSOR ROTOR HAS 1",,,101722
EVC-4f066f435cfc92d0,train,1,1,CYL #1 INTAKE GASKET IS ELAKING.,,,101999
EVC-4f3356ad80c6793b,train,1,1,"ENGINE AFT BAFFLE, NEXT TO #3 CYL, HAS SHEARED RIVETS.",,,102272
EVC-4f3b9a643a08638f,train,1,1,#2 EGT READ HIGH 100 - 150 DEGREES ABOVE OTHER CYLS.,,,100891
EVC-4f6c5c09fea4b743,train,1,1,CYLINDER #4 BAFFLE PLUG TEETH ARE BROKEN.,,,101860
EVC-4fcc81cc87ec06a2,train,1,1,RIVETS WORN THRU AT CENTER LINE OF AFT BAFFLE.,,,104336
EVC-5006800d12e7c5af,train,1,1,SCREW MISSING ON R/H ENG BAFFLING.,,,104387
EVC-500daecad6114f94,train,1,1,ALL ROCKER COVER SCREWS LOOSE & 1 MISSING.,,,101788
EVC-5021b598056f91a7,train,1,1,L/H ENGINE #E CYLINDER BAFFLING CRACKED.,,,105514
EVC-5078d4e83851668a,train,1,1,HARD LANDING REPORTED BY TOWER.,,,104603
EVC-508f6ca43ad06038,train,1,1,OIL PRESSURE LINE SUPPORT BRACKET/FUEL FLOW TRANSDUCER WIRE,,,105769
EVC-50a34ca23ffb4df5,train,1,1,A/C NEEDS AFTER STORAGE RUN.,,,105293
EVC-50bc204be1cfec2c,dev,1,1,PILOT REPORTED INTAKE LEAK.,,,105716
EVC-50e27c31996ccd10,train,1,1,RPM REACHED 2770 IN FLIGHT FOR A FEW SECONDS.,,,104553
EVC-50f56979dbf86554,train,1,1,#2 & 4 IGN TOP LEADS NEED TO BE SECURED.,,,103921
EVC-5124f748c24cbb91,train,1,1,#4 CYL BAFFLE PIECE DAMAGED.,,,104795
EVC-514adb171517cdb0,train,1,1,ALTERNATE AIR DOOR SPRING IS WEAK.,,,105299
EVC-51df5c22bf53439d,train,1,1,LEFT SIDE #4 CYL INTAKE GASKET LEAKING.,,,103464
EVC-521f30780645dcef,train,1,1,CYL #1 BAFFLE CRACKED AT SCREW SUPPORT & FWD BAFFLE BELOW #1,,,100371
EVC-52fef93f759570b3,train,1,1,REMOVE ZIP TIES FROM ENGINE MOUNT.,,,105629
EVC-530a11bdf1424e12,train,1,1,"SEVERE KNOCKING, VIBRATIONS ON START UP.",,,100400
EVC-53197bb00667f945,train,1,1,BAFFLE IS CRACKED ON PREVIOUS REPAIR ON #1 CYL.,,,104287
EVC-5340afc9683c2607,train,1,1,AFT ALT MOUNTING BOLT EATING INTO SCROLL MOUNT.,,,101161
EVC-53efec14e438f054,dev,1,1,CYL #2 ROCKER COVER GASKET DAMAGED.,,,102106
EVC-545268af02a305bc,train,1,1,BAFFLE WIRE BROKEN.,,,105191
EVC-545d8a4eb3bd14e2,test,1,1,R/H ENGINE CARB HEAT BOX ARM LOOSE.,,,105206
EVC-546f7b45537588ac,dev,1,1,"AFTER TAKEOFF, RPM'S WERE FLUCTUATING & ENGINE STARTED TO RU",,,101561
EVC-5481d4c52368b873,train,1,1,REAR R/H BAFFLE RIVETS MISSING.,,,100639
EVC-549614af79bd09dc,train,1,1,#4 CYL EXHAUST PUSH TUBE HAS DENT.,,,104535
EVC-54d01bd5a23f583a,test,1,1,#2 CYL ROCKER DRAIN LINE LEAKING AT SUMP.,,,103156
EVC-5532481af29c8b19,test,1,1,RING GEAR HAS TOO MANY DAMAGED TEETH.,,,100274
EVC-554622d5a69ab93c,train,1,1,"NOTICED VIBRATIONS & ENGINE ROUGHNESS, ALSO NOT PRODUCING FU",,,102827
EVC-558f613cd33ca50c,train,1,1,BOTH BAFFLE BUTTONS NEED REPLACEMENT.,,,104230
EVC-559e09874ec54368,train,1,1,R/H ENGINE #4 CYLINDER AFT BAFFLE WIRE HARNESS TAB IS CRACKE,,,101442
EVC-55b0bd104a536780,train,1,1,"INLET SCREEN COWL PANEL RUBBER UNSECURE, L/H ENGINE.",,,105992
EVC-561660889871cfaf,train,1,1,CYL #2 INTAKE ROCKER ARM REQUIRES REPLACEMENT.,,,104716
EVC-5634faaf0f302e2e,train,1,1,SMALL FWD SCREEN ON FUEL INJECTOR NEEDS TO BE CLEANED.,,,104221
EVC-56386dc3287eb786,dev,1,1,"INITIALLY AFTER TAKE OFF, ON CLIMBOUT; EXPERIENCED SUDDEN LO",,,104554
EVC-566e7292d11e9938,train,1,1,TOP BAFFLE BACK SIDE RIVETS MISSING.,,,101329
EVC-56712f870789fb0f,test,1,1,CYL #3 PUSH ROD TUBE ADEL CLAMP HAS WORN RUBBER.,,,103634
EVC-570faf28f55c0f60,dev,1,1,THROTTLE LINKAGE DOG BONE HAS LOOSE BEARING.,,,100603
EVC-5734ec3398bc4c10,train,1,1,"IMMEDIATELY AFTER ENGINE START, HAD ENGINE ROUGHNESS.",,,105941
EVC-573b2e09ae8093b3,train,1,1,"CYL #2, 4 INTAKE GASKETS APPEAR TO BE LEAKING.",,,101735
EVC-57789bd7fc2ec803,train,1,1,OIL COOLER HOSE REQUIRES REPOSITIONING.,,,100848
EVC-57f7e8bd39a34cca,train,1,1,"L/H ENG, ALT COOLING HOSE CHAFING AGAINST ALT ""BAT"" CABLE.",,,100637
EVC-5834b807893587e7,train,1,1,ALL INTAKE GASKETS NEED TO BE REPLACED.,,,105498
EVC-584689f6b3576f0e,train,1,1,ENGINE RUNNING ROUGH AT IDLE.,,,101417
EVC-59177d00314ef7bc,train,1,1,FRONT ENGINE BAFFLE SCREWS CHAFING MUFFLER SHROUD.,,,100806
EVC-5971a6a3019aad28,dev,1,1,#2 FWD BAFFLE SEAL DISCONNECTED FOR 3 RIVETS.,,,104299
EVC-597e9326bfc2b2d8,train,1,1,"CRACK NOTED ON UNDERSIDE OF #1 ENG CYL BAFFLE, BY NUTS.",,,104060
EVC-598a530846becfbc,train,1,1,"DURING PREFLIGHT, FOUND OIL LEAKING OUT FROM L/H SIDE OF ENG",,,105886
EVC-598e1f2e662dc616,train,1,1,LEFT & RIGHT BAFFLE PLUGS HAVE SEVERAL BROKEN FINGERS.,,,101975
EVC-5a02027688069582,train,1,1,#3 CYL ROCKER COVER BOTTOM SCREW NEEDS SWAPPED W/ AFT BAFFLE,,,103005
EVC-5a3b6e8b698617ef,train,1,1,EXCESSIVE ENGINE VIBRATION ON DEPARTURE CLIMBOUT. VIBRATION,,,103912
EVC-5a63fb618a40b553,train,1,1,L/H ENG OIL COOLER BAFFLE CORNER NEEDS TO BE INSP. REMOVE FO,,,104880
EVC-5a73cee234552f3e,train,1,1,L/H BAFFLE PLUG MISSING TEETH.,,,101996
EVC-5a940d6957d83876,train,1,1,"HARDWARE ON BAFFLING, BY STARTER, MISSING.",,,104796
EVC-5a9b19b28e68200f,train,1,1,"#2 CYL, LEFT ENG INTAKE IS LEAKING.",,,100335
EVC-5acc3fa9aa8af768,test,1,1,#4 CYL INTAKE LEAK.,,,105063
EVC-5ace527d7a3d70a1,train,1,1,L/H ENG FWD L/H BAFFLE/COWL SEAL FOUND IN ENGINE COWL.,,,105713
EVC-5b4a7989edfb3dda,dev,1,1,#2 SIDE BAFFLE SEAL STAPLES LOOSE.,,,102138
EVC-5b766eaff3c43233,train,1,1,#1 INTAKE IS LEAKING AT OIL SUMP.,,,102083
EVC-5ba54f5bb782d499,dev,1,1,R/H BAFFLE PLUG NEEDS TO BE CHANGED.,,,100327
EVC-5bb55d5de7d241b3,train,1,1,"WHILE DOING UNUSUAL ATTITUDES, ENGINE WAS OVERSPED.",,,104182
EVC-5be172e90ad784c5,train,1,1,BAFFLE PLUGS ABOVE #3 & 4 CYL WORN.,,,103289
EVC-5c42d0243f693967,train,1,1,IDLE SPEED & MIXTURE NEED TO BE ADJUSTED.,,,102782
EVC-5c786bde9b2059c6,train,1,1,SMALL LEAK NOTED ON UPPER ENGINE CRANKCASE BACKBONE.,,,104008
EVC-5c7c6d3f42e17f01,train,1,1,ENG DIED AFTER LANDING.,,,101756
EVC-5c89983d7e3d615f,train,1,1,FORWARD BAFFLE NEAR ALTERNATOR IS CRACKED.,,,101786
EVC-5c8bb3ced8a5f2cc,dev,1,1,#1 SDIE & FRONT BAFFLE SEALS ARE LOOSE.,,,106063
EVC-5cc3e8b694e9a4c2,train,1,1,FRONT & L/H ENGINE BAFFLE CRACKED.,,,102654
EVC-5cfd4480d0e102ca,train,1,1,ENGINE RAN VERY ROUGH A FEW DIFFERENT TIMES IN PATTERN. RPM,,,105138
EVC-5d34bab5a39154c1,test,1,1,"ENG FWD LWR COWL SEAL WORN, ABOVE AIR INTAKE.",,,103362
EVC-5d9595704311e7ce,train,1,1,ENGINE OVERSPEED.,,,102603
EVC-5dca2161bab91a2d,train,1,1,#3 & 4 SIDE BAFFLE SEALS ARE WORN.,,,103270
EVC-5ddf56290ad1caf5,test,1,1,"#2, 4 CYL BAFFLING TENSION RODS NOT CONNECTED.",,,104503
EVC-5e0e3ad7da427c05,train,1,1,"AFTER START UP, ENGINE KEPT HESITATING EVERY 4-5 SECONDS.",,,105778
EVC-5e165b05029ca7b8,train,1,1,FRONT R/H BAFFLE SIDE HAS A CRACK BY SCREW.,,,100244
EVC-5e195d9bb324630f,train,1,1,"FRONT RUBBER BAFFLE ON ENGINE, R/H SIDE, RIPPED FROM MOUNTIN",,,101481
EVC-5e3815ccf8d86a26,dev,1,1,"BAFFLE TIE ROD CHAFING ON #2 & 4 OIL RETURN LINES, R/H ENGIN",,,102476
EVC-5e407d41e05cd5a3,train,1,1,NEED 2 NEW BAFFLE BUTTONS.,,,103183
EVC-5e58b5ef47f6e63b,test,1,1,#4 INTAKE TUBE LOOSE.,,,101698
EVC-5ea96378759b019a,train,1,1,ENG FWD SEAL (BLACK) WORN SPOTS AT AIR INLET.,,,104003
EVC-5ec6c25f65f05ff8,test,1,1,ENGINE BAFFLES NEED NEW BUTTON PLUGS.,,,100759
EVC-5eceb162890a059f,dev,1,1,R/H ENGINE RAN ROUGH IN CLIMB & CRUISE. SHUT OFF L/H MAG ON,,,106067
EVC-5ee8d1bdc4a774cd,train,1,1,#2 & 3 CYLINDER ROCKER CVOER GASKET LEAKING.,,,100479
EVC-5efab85bac7841f3,test,1,1,"DURING RUN UP, ENGINE SHUT DOWN. RESTARTED & HAD FLAMES COMI",,,105777
EVC-5efbca03bd6fe03f,test,1,1,UPPER RIGHT BAFFLE SEAL NEEDS TO BE SECURED.,,,102836
EVC-5f1b0fb83ff50d76,train,1,1,R/H & L/H FRONT BAFFLE SEAL NEEDS TO BE SECURED.,,,102762
EVC-5f2a1dc56febf43e,train,1,1,#4 BAFFLE WIRE CHAFING #4 OIL RETURN TUBE.,,,104368
EVC-5f84805ecccaf8e4,train,1,1,L/H ENGINE CYL #1 & 3 INNER CYL BAFFLE TIE ROD AFT NUT IS MI,,,101492
EVC-5f9803999c07cc09,train,1,1,MUFFLER MISSING NUT.,,,102487
EVC-5fda222879613e2e,test,1,1,"R/H SIDE OF ENG, AFT BAFFLE CRACKED PAST STOP DRILLED HOLES.",,,100522
EVC-6032a8a2e810c321,train,1,1,"DURING CRUISE, THERE WAS A LOUD BANG. DURING WHICH ALTIMETER",,,104595
EVC-603c0c798f21b130,dev,1,1,ADEL CLAMPS ON FUEL LINE TO FUEL CONTROL UNIT LOOSE.,,,102512
EVC-6045cae09d5c8c79,train,1,1,R/H FWD ENGINE BAFFLE BOLT NEEDS TO BE SAFETIED.,,,104609
EVC-60c4b8b30f30c9ef,train,1,1,"1 FIRST STAGE COMPRESSOR BLADE HAS DAMAGE, NEAR TIP.",,,103736
EVC-60ccd93b10f2122f,train,1,1,CYL #3 EXT GASKET IS 1/2 GONE.,,,101432
EVC-60f2e7ccc443ac05,train,1,1,"ENGINE RAN ROUGH AFTER START UP, W/ GAINS & DROPS OF ABOUT 8",,,105214
EVC-6108c4c9e829f723,train,1,1,R/H ENGINE IGNITION LEAD LACING CORE BROKEN TO OIL RIGGED LI,,,100926
EVC-61263bcd5fd5f2e1,dev,1,1,"INTAKE GASKETS #2, 3 4 CYLS ARE LEAKING ON R/H ENG.",,,102658
EVC-61518fc0ecef1197,train,1,1,R/H ENG #1 CYL HAS LOW COMPRESSIONS (55 PSI).,,,103763
EVC-616753c4a28df411,dev,1,1,BRACKET SECURING OIL LINE TO #2 CYLINDER BROKEN.,,,100252
EVC-618e14d26a6ffaca,dev,1,1,"#1, 2, & 6 COWL MOUNTS ARE TORN.",,,100050
EVC-61b3282cc917efa5,train,1,1,SPARK PLUG BAFFLE PLUGS MISSING.,,,105888
EVC-61cacd7d9e492200,train,1,1,R/H ENGINE CARB AIR BOX LOOSE.,,,106009
EVC-61d83f0d87e9baa4,train,1,1,R/H MAG BLAST TUBE FELL OFF.,,,100027
EVC-61d96506e1625847,train,1,1,"UPON GO-AROUND, ENGINE MADE A SPUTTERING NOISE FOR 3 SECS. C",,,104107
EVC-61eae97ca3b70a6d,test,1,1,"#1 CYL EXHAUST STACK IS MISSING NUT, R/H.",,,101617
EVC-622f8a7b5723871d,test,1,1,CENTER COWLING INLET TUBE NEEDS REPLACEMENT.,,,105473
EVC-62452301ca462870,train,1,1,R/H BAFFLE SPRING PULLED THROUGH AFT BAFFLING.,,,105125
EVC-6247f3ff3d288527,train,1,1,"#1, 4 ROCKER BOX GASKET NEEDS TO BE REPLACED.",,,105983
EVC-632665eed38bf52f,train,1,1,L/H AFT COWL I/B ACCESS PANEL SCREW STRIPPED.,,,103582
EVC-632965b0ea3e64f9,test,1,1,R/H ENGINE BLEED AIR DUCT CHAFING ON COWL.,,,102264
EVC-6348768b0f7905e2,train,1,1,FWD ENGINE BAFFLE WORN THRU.,,,102956
EVC-63690681876eaf83,train,1,1,FWD BAFFLE CENTER SECTION IS WORN THROUGH.,,,100827
EVC-636b279c26712327,test,1,1,R/H ENGINE HAS OIL LEAK ON LIFT BOLT.,,,104681
EVC-638de2266c5f3b42,dev,1,1,UPPER EXHAUST SHROUD DOES NOT ALIGN W/ LOWER SHROUD.,,,104605
EVC-63da361c4ad3fceb,train,1,1,R/H #4 SIDE BAFFLE IS MISSING A BOLT.,,,102548
EVC-643805db3effa672,train,1,1,SIGNS OF OIL LEAKING FROM FWD ENGINE CASE BOLTS AT MAIN CRAN,,,104202
EVC-6440adf768c9cfc2,train,1,1,AUDIBLE RPM LOSS & ENGINE ROUGHNESS WHILE LEVELING IN DOWN W,,,106005
EVC-6472ee99be7943dc,train,1,1,ALL ROCKER COVER GASKETS LEAK.,,,105326
EVC-64c4c97cf531e67c,test,1,1,"STRANGE HOWLING NOISE, THAT INCREASES IN VOLUME DURING FLIGH",,,105651
EVC-6593b3c06bfa0d1d,train,1,1,"ENGINE RUNNING ROUGH, #2 CYL EGT LOW.",,,103112
EVC-65a235b26fa6412d,test,1,1,#4 SPARK PLUG ACCESS HOLE ON BAFFLE REQUIRES PATCH.,,,102521
EVC-65a56df14dc71c7f,train,1,1,BAFFLE SUPPORT ON AFT COPILOT SIDE ENGINE BAFFLE LOOSE.,,,101182
EVC-65ac6c6ba7d8afd7,train,1,1,EGT CYL #1 CLAMP LOOSE.,,,101852
EVC-65e2c273b90aa811,train,1,1,ENGINE AIR FILTER DIRTY.,,,105182
EVC-66326d1159f5bf46,train,1,1,TOP OIL COOLER LINE CHAFING ON VACUUM PUMP LINE.,,,102503
EVC-66468858b80c52db,train,1,1,L/H ENGINE BACK BAFFLE BY #4 CYL HAS A CRACK.,,,103296
EVC-668e7dbef729f10e,train,1,1,"L/H ENGINE, L/H AFT ENGINE BAFFLE CHAFED ON CYLINDER.",,,101105
EVC-66ed7cca64367094,train,1,1,L/H ENG #1 & 3 CYL BAFFLE ROD LOOSE.,,,104897
EVC-6748800258342b94,train,1,1,TOP BACK L/H CORNER BAFFLE IS CRACKED.,,,100127
EVC-6756d789106ab4ab,train,1,1,AFT BAFFLE BRACKET MISSING RIVETS.,,,100881
EVC-67ac3268f5956686,train,1,1,BOTH BAFFLE PLUGS BROKEN.,,,105184
EVC-67c3854cfe16c273,test,1,1,ENGINE SHUTDOWN WHEN THROTTLE WAS PULLED TO IDLE,,,101007
EVC-67fd80e1218b2179,train,1,1,PROP OVERSPEED 2750 FOR 5 SECS.,,,105018
EVC-6822a5e3de1c830f,train,1,1,OVERSPEED OF 3300 IN FLT.,,,100921
EVC-68656b6190c656c8,train,1,1,"ENGINE BAFFLE ON #4 CYL, RIVETS SHEARED OFF.",,,102435
EVC-68823dc26f3c21b2,test,1,1,R/H BAFFLE SAFETY WIRE BROKEN.,,,101764
EVC-68850c4a6346b3be,dev,1,1,#1 ROCKER BOX GASKET LEAKING.,,,106017
EVC-6887b08b3d9c42ab,train,1,1,FWD L/H BAFFLE NEEDS TO BE SECURED.,,,102992
EVC-689be9160e58a83b,train,1,1,OIL SUMP SCREEN DAMAGED.,,,101062
EVC-68a1c9688c6345b6,train,1,1,"BAFFLE ATTACHMENT TAB, BEHIND OIL TUBE, IS LOOSE.",,,104377
EVC-68dcea35c7a69a25,dev,1,1,R/H ENGINE OIL FILL TUBE LOOSE.,,,100567
EVC-68e5b2bea7e91bd7,train,1,1,#2 CYLILNDER ROCKER COVER LEAKING.,,,100936
EVC-692a51346c9a8082,train,1,1,TOP & BOTTOM RUDDER COVERS ARE CRACKED.,,,100823
EVC-6972b0542b09cbe9,train,1,1,R/H ENG #3 & 2 INTAKES LEAK.,,,100679
EVC-69a7fa446ed7f053,train,1,1,A/C IS BARELY CAPABLE OF A 1 FOOT HOVER @ LIMITING MANIFOLD,,,104777
EVC-69d413635b7479fb,train,1,1,L/H ENG #2 & 4 CYL BAFFLE TIE ROD THREADS STRIPPED.,,,104170
EVC-69f0b72cb1f2879f,train,1,1,#2 CYL BOTTOM FRONT BAFFLING HAS A CRACK.,,,103973
EVC-6a4686fc975fa009,dev,1,1,TOP BAFFLE IS CRACKED.,,,101377
EVC-6aa1c39b6134038d,train,1,1,#3 AFT BAFFLE ATTACH FITTING CRACKED.,,,104736
EVC-6ad8301d58653022,train,1,1,BLACK FWD COWL (ENG) SEAL WORN BY INTAKE FILTER.,,,104677
EVC-6ae88e727faacb79,train,1,1,"DURING OVERRIDE CK, ENGINE RAN ROUGH. 200 TO 1200 ENGINE ALM",,,104122
EVC-6b065f7fdb01962c,train,1,1,CRACK ON CYL #1 BAFFLING.,,,103272
EVC-6b1e6ef49d00b6ef,train,1,1,WRENCH LEFT ON ENGINE BOLT,,,102442
EVC-6b87800bad1b618b,dev,1,1,"LAST LANDING, COMING OFF RUNWAY, ENGINE SHUT DOWN",,,105758
EVC-6b9823596f4b0eef,train,1,1,"R/H ENGINE, L/H FWD BAFFLE SEAL IS GONE.",,,101188
EVC-6ba7b46768f44e47,train,1,1,#3 BAFFLE CRACKED.,,,103361
EVC-6c0952093a533bc0,train,1,1,TOP L/H BAFFLE CORNER HAS A CRACK.,,,100608
EVC-6c56f7b061cb24d4,train,1,1,A/C FAILS MIXTURE OVERRIDE CK.,,,102713
EVC-6c9b6d7b1d4cab77,train,1,1,"#2, 4 CYLINDER INTERCOOLING BAFFLE WIRE NEEDS TO BE REPOSITI",,,103683
EVC-6ca20e05ee7b3c5c,test,1,1,ALL ENGINE BAFFLING FELT SEALS DAMAGED & ABRASION BUFFER PAD,,,104536
EVC-6ca6104e2cfec03a,train,1,1,IN TRAFFIC PATTERN HEARD TICKING/CHIRPING NOISE. ONLY OCCURE,,,104802
EVC-6d0f555fcf5cddbc,train,1,1,"L/H UPPER ENG BAFFLING ON ENG, WORN SEAL SUPPORT.",,,103002
EVC-6d1c8fe9f63ffcb6,test,1,1,#4 AFT BAFFLE SEAL OFF 2 RIVETS.,,,104298
EVC-6d4fbb5b26bd118c,dev,1,1,R/H AFT ENGINE BAFFLE MOUNTING BRACKET LOOSE.,,,103151
EVC-6d5d661f565c1ee7,dev,1,1,#3 CYL AFT BAFFLE INNER MOST BAFFLE SEAL RIVET IS PULLED THR,,,101088
EVC-6d8af1a61088a1ce,test,1,1,MOMENTARILY EXCEEDED 2700 RPM DURING RECOVERY OF SIMULATED E,,,105379
EVC-6d97b22bf5f430cd,test,1,1,#1 CYL FWD BAFFLE SEAL HAS COME LOOSE.,,,105965
EVC-6dbcbb91ec5c128f,test,1,1,R/H ENG FIREWALL HAS SMALL MARKS BEHIND START/GEN COOLING TU,,,104637
EVC-6e02578d82078b3c,dev,1,1,ENGINE OVERSPEED 2750 AT PEAK.,,,106120
EVC-6e5e2e239b1190af,train,1,1,"BAFFLE PLUGS ARE LOOSE, PATCHES ARE NEEDED.",,,105212
EVC-6e931dd4c1c55ab1,train,1,1,#2 ROCKER COVER GASKET IS SQUEEZED OUT.,,,102254
EVC-6ec97fd359d48b8b,train,1,1,#2 ENGINE LEFT REAR BAFFLE CRACKED @ INTER-CYLINDER CONNECT,,,102014
EVC-6ee1ce400568caa8,train,1,1,#2 CYL COMPERSSION READING LOW.,,,101920
EVC-6ee662d9b5fbfdf9,train,1,1,L/H ENG #2 PRIMER LNE CLAMP NEEDS TO BE REPOSITIONED.,,,102480
EVC-6ef8e32261e8b553,train,1,1,HARDWARE MISSING ON L/H ENGINE #2 CYLINDER.,,,101867
EVC-6f3c9fe1b6027bf5,train,1,1,CYL #2 EXHAUST TUBE ELBOW TOP BOLT NEEDS TO BE RECOTTER PINN,,,101937
EVC-6fb694bd98b0bac0,train,1,1,BOLT ON TOP OF ENGINE CASE SHOWS SIGNS OF LEAKING.,,,105645
