example_id,record_id,field,raw_problem,raw_action,raw_text,reference_text,reference_edit,automatic_category,review_reason,source_matches_reference_source,review_status,review_comment,valid_primary,_merge,expert_reference_valid,include_extended_reference,reference_scope,decision_basis,qc_flag,review_method,reviewed_on,amin_abbreviation_evidence,amin_misspelling_evidence,numeral_or_symbol_expansion,input_text,target_text,cluster_id,split
102861::combined,102861,combined,STRIPPED NUT ON C FLANGE BOLT.,REPLACED HARDWARE.,STRIPPED NUT ON C FLANGE BOLT. REPLACED HARDWARE.,STRIPPED NUT ON C FLANGE BOLT. REPLACED HARDWARE.,,unchanged,exactly identical,True,approved_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,True,both,True,True,primary_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,identity_pair,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,False,normalize combined: STRIPPED NUT ON C FLANGE BOLT. REPLACED HARDWARE.,STRIPPED NUT ON C FLANGE BOLT. REPLACED HARDWARE.,normgrp-3845abb379f9,train
102862::combined,102862,combined,STRIPPED NUT ON C FLANGE BOLT.,FILED OFF NUT & REMOVED.,STRIPPED NUT ON C FLANGE BOLT. FILED OFF NUT & REMOVED.,STRIPPED NUT ON C FLANGE BOLT. FILED OFF NUT AND REMOVED.,,lexical_edit,"spelling, token or punctuation edits",True,approved_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True,normalize combined: STRIPPED NUT ON C FLANGE BOLT. FILED OFF NUT & REMOVED.,STRIPPED NUT ON C FLANGE BOLT. FILED OFF NUT AND REMOVED.,normgrp-a08ce7071d94,test
102863::combined,102863,combined,"#1, 2, 3 & 4 INTAKES ARE LEAKING, R/H ENG.",REMOVED & REPLACED INTAKE GASKETS.,"#1, 2, 3 & 4 INTAKES ARE LEAKING, R/H ENG. REMOVED & REPLACED INTAKE GASKETS.","NUMBERS ONE, TWO, THREE AND FOUR INTAKES ARE LEAKING, RIGHT-HAND ENGINE. REMOVED AND REPLACED INTAKE GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: #1, 2, 3 & 4 INTAKES ARE LEAKING, R/H ENG. REMOVED & REPLACED INTAKE GASKETS.","NUMBERS ONE, TWO, THREE AND FOUR INTAKES ARE LEAKING, RIGHT-HAND ENGINE. REMOVED AND REPLACED INTAKE GASKETS.",normgrp-fd7f7cbf1e69,train
102864::combined,102864,combined,"R/H ENGINE ROCKER COVER GASKETS LEAKING, CYL #1 & 3.",REMOVED & REPLACED ROCKER COVER GASKETS.,"R/H ENGINE ROCKER COVER GASKETS LEAKING, CYL #1 & 3. REMOVED & REPLACED ROCKER COVER GASKETS.","RIGHT-HAND ENGINE ROCKER COVER GASKETS LEAKING, CYLINDER NUMBER ONE AND NUMBER THREE. REMOVED AND REPLACED ROCKER COVER GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: R/H ENGINE ROCKER COVER GASKETS LEAKING, CYL #1 & 3. REMOVED & REPLACED ROCKER COVER GASKETS.","RIGHT-HAND ENGINE ROCKER COVER GASKETS LEAKING, CYLINDER NUMBER ONE AND NUMBER THREE. REMOVED AND REPLACED ROCKER COVER GASKETS.",normgrp-458e8de9ec1f,validation
102865::combined,102865,combined,"INTAKES #2, 3, 4 LEAKING ON L/H ENGINE.","REMOVED & REPLACED #2, 3, 4 INTAKE GASKETS ON L/H ENG.","INTAKES #2, 3, 4 LEAKING ON L/H ENGINE. REMOVED & REPLACED #2, 3, 4 INTAKE GASKETS ON L/H ENG.","INTAKES NUMBERS TWO, THREE, AND FOUR LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED NUMBERS TWO, THREE, AND FOUR INTAKE GASKETS ON LEFT-HAND ENGINE.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: INTAKES #2, 3, 4 LEAKING ON L/H ENGINE. REMOVED & REPLACED #2, 3, 4 INTAKE GASKETS ON L/H ENG.","INTAKES NUMBERS TWO, THREE, AND FOUR LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED NUMBERS TWO, THREE, AND FOUR INTAKE GASKETS ON LEFT-HAND ENGINE.",normgrp-fd7f7cbf1e69,train
102867::combined,102867,combined,L/H CRANKSHAFT SEAL SEEPING.,LEAK CK GOOD.,L/H CRANKSHAFT SEAL SEEPING. LEAK CK GOOD.,LEFT-HAND CRANKSHAFT SEAL SEEPING. LEAK CHECK GOOD.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: L/H CRANKSHAFT SEAL SEEPING. LEAK CK GOOD.,LEFT-HAND CRANKSHAFT SEAL SEEPING. LEAK CHECK GOOD.,normgrp-77b837a4a404,train
102868::combined,102868,combined,R/H ENG CYL #3 & 4 INTAKE GASKETS LEAKING.,REPLACED GASKETS.,R/H ENG CYL #3 & 4 INTAKE GASKETS LEAKING. REPLACED GASKETS.,RIGHT-HAND ENGINE CYLINDER NUMBER THREE AND NUMBER FOUR INTAKE GASKETS LEAKING. REPLACED GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: R/H ENG CYL #3 & 4 INTAKE GASKETS LEAKING. REPLACED GASKETS.,RIGHT-HAND ENGINE CYLINDER NUMBER THREE AND NUMBER FOUR INTAKE GASKETS LEAKING. REPLACED GASKETS.,normgrp-fd7f7cbf1e69,train
102869::combined,102869,combined,L/H ENG CYL #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,L/H ENG CYL #3 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,LEFT-HAND ENGINE CYLINDER NUMBER THREE INTAKE GASKET LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: L/H ENG CYL #3 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,LEFT-HAND ENGINE CYLINDER NUMBER THREE INTAKE GASKET LEAKING. REMOVED AND REPLACED GASKET.,normgrp-fd7f7cbf1e69,train
102870::combined,102870,combined,R/H OIL FILLER TUBE LOOSE.,TIGHTENED & RESAFETIED OIL FILLER TUBE.,R/H OIL FILLER TUBE LOOSE. TIGHTENED & RESAFETIED OIL FILLER TUBE.,RIGHT-HAND OIL FILLER TUBE LOOSE. TIGHTENED AND RESAFETIED OIL FILLER TUBE.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: R/H OIL FILLER TUBE LOOSE. TIGHTENED & RESAFETIED OIL FILLER TUBE.,RIGHT-HAND OIL FILLER TUBE LOOSE. TIGHTENED AND RESAFETIED OIL FILLER TUBE.,normgrp-224afb41a538,train
102871::combined,102871,combined,R/H ENG CYL #3 & 4 ROCKER COVER GASKETS LEAKING.,REPLACED GASKETS.,R/H ENG CYL #3 & 4 ROCKER COVER GASKETS LEAKING. REPLACED GASKETS.,RIGHT-HAND ENGINE CYLINDER NUMBER THREE AND NUMBER FOUR ROCKER COVER GASKETS LEAKING. REPLACED GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: R/H ENG CYL #3 & 4 ROCKER COVER GASKETS LEAKING. REPLACED GASKETS.,RIGHT-HAND ENGINE CYLINDER NUMBER THREE AND NUMBER FOUR ROCKER COVER GASKETS LEAKING. REPLACED GASKETS.,normgrp-458e8de9ec1f,validation
102872::combined,102872,combined,L/H CRANKSHAFT SEAL SEEPING.,REMOVED & REPLACED CRANKSHAFT OIL SEAL.,L/H CRANKSHAFT SEAL SEEPING. REMOVED & REPLACED CRANKSHAFT OIL SEAL.,LEFT-HAND CRANKSHAFT SEAL SEEPING. REMOVED AND REPLACED CRANKSHAFT OIL SEAL.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: L/H CRANKSHAFT SEAL SEEPING. REMOVED & REPLACED CRANKSHAFT OIL SEAL.,LEFT-HAND CRANKSHAFT SEAL SEEPING. REMOVED AND REPLACED CRANKSHAFT OIL SEAL.,normgrp-a6f21a3a9119,train
102873::combined,102873,combined,"#2 INTAKE GASKET LEAKING, L/H ENG.",REMOVED & REPLACED INTAKE GASKET.,"#2 INTAKE GASKET LEAKING, L/H ENG. REMOVED & REPLACED INTAKE GASKET.","NUMBER TWO INTAKE GASKET LEAKING, LEFT-HAND ENGINE. REMOVED AND REPLACED INTAKE GASKET.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: #2 INTAKE GASKET LEAKING, L/H ENG. REMOVED & REPLACED INTAKE GASKET.","NUMBER TWO INTAKE GASKET LEAKING, LEFT-HAND ENGINE. REMOVED AND REPLACED INTAKE GASKET.",normgrp-fd7f7cbf1e69,train
102874::combined,102874,combined,#2 INTAKE GASKET LEAKING (R/H ENG).,REMOVED & REPLACED INTAKE GASKET.,#2 INTAKE GASKET LEAKING (R/H ENG). REMOVED & REPLACED INTAKE GASKET.,"NUMBER TWO INTAKE GASKET LEAKING, RIGHT-HAND ENGINE. REMOVED AND REPLACED INTAKE GASKET.",PUNC - B,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #2 INTAKE GASKET LEAKING (R/H ENG). REMOVED & REPLACED INTAKE GASKET.,"NUMBER TWO INTAKE GASKET LEAKING, RIGHT-HAND ENGINE. REMOVED AND REPLACED INTAKE GASKET.",normgrp-fd7f7cbf1e69,train
102875::combined,102875,combined,R/H ENG #2 CYL ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,R/H ENG #2 CYL ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,RIGHT-HAND ENGINE NUMBER TWO CYLINDER ROCKER COVER GASKET IS LEAKING. REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: R/H ENG #2 CYL ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,RIGHT-HAND ENGINE NUMBER TWO CYLINDER ROCKER COVER GASKET IS LEAKING. REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,normgrp-458e8de9ec1f,validation
102876::combined,102876,combined,"#2 & 3 ROCKER COVER GASKETS LEAKING, L/H ENG.",REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS.,"#2 & 3 ROCKER COVER GASKETS LEAKING, L/H ENG. REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS.","NUMBER TWO AND NUMBER THREE ROCKER COVER GASKETS LEAKING, LEFT-HAND ENGINE. REMOVED AND REPLACED NUMBER TWO AND NUMBER THREE ROCKER COVER GASKETS.",,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: #2 & 3 ROCKER COVER GASKETS LEAKING, L/H ENG. REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS.","NUMBER TWO AND NUMBER THREE ROCKER COVER GASKETS LEAKING, LEFT-HAND ENGINE. REMOVED AND REPLACED NUMBER TWO AND NUMBER THREE ROCKER COVER GASKETS.",normgrp-458e8de9ec1f,validation
102877::combined,102877,combined,"ROCKER COVER GASKETS 1, 2, 3 & 4 CYLS ARE LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,"ROCKER COVER GASKETS 1, 2, 3 & 4 CYLS ARE LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","ROCKER COVER GASKETS ONE, TWO, THREE AND FOUR CYLINDERS ARE LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: ROCKER COVER GASKETS 1, 2, 3 & 4 CYLS ARE LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","ROCKER COVER GASKETS ONE, TWO, THREE AND FOUR CYLINDERS ARE LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.",normgrp-458e8de9ec1f,validation
102878::combined,102878,combined,#2 SIDE BAFFLE SEAL LOOSE ON BAFFLE.,RESECURED BAFFLE SEAL.,#2 SIDE BAFFLE SEAL LOOSE ON BAFFLE. RESECURED BAFFLE SEAL.,NUMBER TWO SIDE BAFFLE SEAL LOOSE ON BAFFLE. RESECURED BAFFLE SEAL.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,True,normalize combined: #2 SIDE BAFFLE SEAL LOOSE ON BAFFLE. RESECURED BAFFLE SEAL.,NUMBER TWO SIDE BAFFLE SEAL LOOSE ON BAFFLE. RESECURED BAFFLE SEAL.,normgrp-85a9ccc22c37,train
102879::combined,102879,combined,#3 INTAKE GASKET LEAKING.,REPLACED GASKET.,#3 INTAKE GASKET LEAKING. REPLACED GASKET.,NUMBER THREE INTAKE GASKET LEAKING. REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #3 INTAKE GASKET LEAKING. REPLACED GASKET.,NUMBER THREE INTAKE GASKET LEAKING. REPLACED GASKET.,normgrp-fd7f7cbf1e69,train
102880::combined,102880,combined,#4 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,#4 INTAKE GASKET IS LEAKING. REPLACED GASKET.,NUMBER FOUR INTAKE GASKET IS LEAKING. REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #4 INTAKE GASKET IS LEAKING. REPLACED GASKET.,NUMBER FOUR INTAKE GASKET IS LEAKING. REPLACED GASKET.,normgrp-fd7f7cbf1e69,train
102882::combined,102882,combined,#1 CYL BAFFLING CRACKED BY VALVE COVER.,REPAIRED W/ RIVETED PATCH.,#1 CYL BAFFLING CRACKED BY VALVE COVER. REPAIRED W/ RIVETED PATCH.,NUMBER ONE CYLINDER BAFFLING CRACKED BY VALVE COVER. REPAIRED WITH RIVETED PATCH.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #1 CYL BAFFLING CRACKED BY VALVE COVER. REPAIRED W/ RIVETED PATCH.,NUMBER ONE CYLINDER BAFFLING CRACKED BY VALVE COVER. REPAIRED WITH RIVETED PATCH.,normgrp-980bdf6ace62,train
102883::combined,102883,combined,"#2, 3, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,"#2, 3, 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","NUMBERS TWO, THREE, FOUR ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True,"normalize combined: #2, 3, 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","NUMBERS TWO, THREE, FOUR ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.",normgrp-458e8de9ec1f,validation
102884::combined,102884,combined,"BAFFLE SUPPORT SCREW, BY OIL TUBE, LOOSE.","REMOVED OIL FILLER TUBE, TIGHTENED SCREW & REINSTALLED","BAFFLE SUPPORT SCREW, BY OIL TUBE, LOOSE. REMOVED OIL FILLER TUBE, TIGHTENED SCREW & REINSTALLED","BAFFLE SUPPORT SCREW, BY OIL TUBE, LOOSE. REMOVED OIL FILLER TUBE, TIGHTENED SCREW AND REINSTALLED",,lexical_edit,"spelling, token or punctuation edits",True,approved_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,True,"normalize combined: BAFFLE SUPPORT SCREW, BY OIL TUBE, LOOSE. REMOVED OIL FILLER TUBE, TIGHTENED SCREW & REINSTALLED","BAFFLE SUPPORT SCREW, BY OIL TUBE, LOOSE. REMOVED OIL FILLER TUBE, TIGHTENED SCREW AND REINSTALLED",normgrp-d9bf11a5e6fe,train
102885::combined,102885,combined,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.,INTAKES 2 & 4 LEAKING ON R/H ENGINE. REMOVED & REPLACED INTAKE GASKETS.,INTAKES TWO AND FOUR LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED INTAKE GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: INTAKES 2 & 4 LEAKING ON R/H ENGINE. REMOVED & REPLACED INTAKE GASKETS.,INTAKES TWO AND FOUR LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED INTAKE GASKETS.,normgrp-fd7f7cbf1e69,train
102886::combined,102886,combined,L/H CARB HEAT VALVE MISSING FELT.,REMOVED & REPLACED L/H CARB HEAT VALVE.,L/H CARB HEAT VALVE MISSING FELT. REMOVED & REPLACED L/H CARB HEAT VALVE.,LEFT-HAND CARB HEAT VALVE MISSING FELT. REMOVED AND REPLACED LEFT-HAND CARB HEAT VALVE.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: L/H CARB HEAT VALVE MISSING FELT. REMOVED & REPLACED L/H CARB HEAT VALVE.,LEFT-HAND CARB HEAT VALVE MISSING FELT. REMOVED AND REPLACED LEFT-HAND CARB HEAT VALVE.,normgrp-2ee0e4db9b3c,test
102887::combined,102887,combined,"INTAKES 1, 2, 3 & 4 LEAKING ON L/H ENGINE.",REMOVED & REPLACED INTAKE GASKETS.,"INTAKES 1, 2, 3 & 4 LEAKING ON L/H ENGINE. REMOVED & REPLACED INTAKE GASKETS.","INTAKES ONE, TWO, THREE AND FOUR LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED INTAKE GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: INTAKES 1, 2, 3 & 4 LEAKING ON L/H ENGINE. REMOVED & REPLACED INTAKE GASKETS.","INTAKES ONE, TWO, THREE AND FOUR LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED INTAKE GASKETS.",normgrp-fd7f7cbf1e69,train
102888::combined,102888,combined,ROCKER COVERS 2 & 3 LEAKING ON L/H ENGINE.,REMOVED & REPLACED ROCKER COVER GASKETS.,ROCKER COVERS 2 & 3 LEAKING ON L/H ENGINE. REMOVED & REPLACED ROCKER COVER GASKETS.,ROCKER COVERS TWO AND THREE LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED ROCKER COVER GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: ROCKER COVERS 2 & 3 LEAKING ON L/H ENGINE. REMOVED & REPLACED ROCKER COVER GASKETS.,ROCKER COVERS TWO AND THREE LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED ROCKER COVER GASKETS.,normgrp-458e8de9ec1f,validation
