ident,problem,action,evidence_cluster_id,leakage_group_id,split
102368,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,EC-66d79f80174da74e,LG-10956cdabbd1e3ce,dev
102369,R/H AFT BAFFLE BRACKET RIVETS LOOSE.,INSTALLED NEW BAFFLE TAB/RIVETS. REINSTALLED BAFFLE. RE,EC-25f9ec7044bfa6b6,LG-25f9ec7044bfa6b6,train
102370,R/H FWD BAFFLE IS CRACKED.,STOP DRILLED CRACK.,EC-4611b5aff792cebf,LG-15f761dc9e6351d8,dev
102371,INTAKE GASKET CYL #2 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-482382c0fffa0e7f,LG-4285908bb8f7434c,train
102372,ROCKER COVER GASKET CYL #1 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-20ab008b0a35d888,LG-608d782c2258dd59,train
102373,L/H ENGINE #2 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,EC-0c573dbccdbce17a,LG-608d782c2258dd59,train
102374,R/H ENGINE #3 CYL ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,EC-06a0db0601cd18a3,LG-608d782c2258dd59,train
102375,L/H ENGINE #3 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-c0e51cfab89f1fed,LG-4285908bb8f7434c,train
102376,R/H ENGINE #2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,EC-a0645fded15bce4a,LG-4285908bb8f7434c,train
102377,R/H ENG #2 & 4 BAFFLE TIE ROD BROKEN.,REPLACED TIE ROD.,EC-975609c3ab56d916,LG-a456c10593172117,dev
102378,L/H ENG #4 CYL COMPRESSION @ 35.,"STAKED EXHAUST VALVE, NO CHANGE.",EC-addee928da48a64b,LG-addee928da48a64b,train
102379,L/H ENGINE OIL COOLER MOUNTING BAFFLE CRACKED.,STOP DRILLED CRACK.,EC-b09dd028fa5c2f8f,LG-b09dd028fa5c2f8f,train
102380,R/H ENG #2 FWD BAFFLE SCREW & WASHER LOOSE.,REPLACED BAFFLE SCREW & WASHER.,EC-ab6ad54dc4ea74bd,LG-ab6ad54dc4ea74bd,dev
102381,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #3 INTAKE TUBE GASKET.,EC-ee09750fa6487353,LG-abec8430bec9f461,test
102382,L/H ENG #4 CYL COMPRESSION @ 35.,"STARTED TO REMOVE BAFFLES, EXHAUST STACK, INTAKE TUBE,",EC-addee928da48a64b,LG-addee928da48a64b,train
102383,L/H ENG #4 CYL COMPRESSION @ 35.,"INSTALLED ROCKER COVER, SIDE BAFFLES, #4 EXHAUST STACK,",EC-addee928da48a64b,LG-addee928da48a64b,train
102384,L/H ENG #4 CYL COMPRESSION @ 35.,"REMOVED #4 CYL ASSY, OIL COOLER & INSTALLED REPAIRED CY",EC-addee928da48a64b,LG-addee928da48a64b,train
102385,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,EC-d7f19738c9144c80,LG-608d782c2258dd59,train
102386,BAFFLE CRACKED AT LOWER LEFT BOLT OF OIL COOLER.,STOP DRILLED BAFFLE.,EC-50b0a85db94f85f3,LG-50b0a85db94f85f3,train
102387,#2 CYL ROCKER COVER GASKET LEAKS.,INSTALLED NEW ROCKER COVER GASKET.,EC-67843e0db6c5419f,LG-a95a51a28f245627,test
102388,"#2, 3 & 4 ROCKER COVER GASKETS LEAKING.","REMOVED & REPLACED #2, 3 & 4 ROCKER COVER GASKETS.",EC-4d5b47c4511c1ff9,LG-608d782c2258dd59,train
102389,#2 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-9e293c9950113443,LG-10956cdabbd1e3ce,dev
102390,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,EC-57acd94dcdde4ef3,LG-4285908bb8f7434c,train
102391,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,EC-ae287164a190fda3,LG-4285908bb8f7434c,train
102392,"CYL #1, 3 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,EC-147785a5fa0de27e,LG-608d782c2258dd59,train
102393,#2 CYL ANCHOR ASSY BROKEN.,REMOVED & REPLACED #2 CYL ANCHOR ASSY.,EC-418316a040d5243f,LG-b08223cd91814ee9,train
102394,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,EC-66d79f80174da74e,LG-10956cdabbd1e3ce,dev
102395,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,EC-4774d48aa3f463c3,LG-608d782c2258dd59,train
102396,CYL #4 & 3 ROCKER COVER GASKETS ARE LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,EC-aebff7f8ac4631c9,LG-608d782c2258dd59,train
102397,#3 & 4 INTAKES LEAKING ON L/H ENG.,REMOVED & REPLACED INTAKE GASKETS.,EC-ef151b288aea4935,LG-4285908bb8f7434c,train
102398,"#2, 3 & 4 INTAKES LEAKING ON R/H ENG.",REMOVED & REPLACED INTAKE GASKETS.,EC-7a969c7a5ff6b967,LG-4285908bb8f7434c,train
102399,#4 ROCKER COVER LEAKING ON R/H ENG.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-d59a9dbb1ca54169,LG-608d782c2258dd59,train
102400,#2 & 3 ROCKER COVERS LEAKING ON L/H ENG.,REMOVED & REPLACED ROCKER COVER GASKETS.,EC-f3b72188d5c86b40,LG-608d782c2258dd59,train
102401,L/H #2 INTAKE GASKET LEAKING.,REPLACED GASKET.,EC-5d8481ddadcb4d01,LG-4285908bb8f7434c,train
102402,R/H #3 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,EC-1783bdfba0867792,LG-4285908bb8f7434c,train
102403,L/H #2 SIDE BAFFLE SEAL TORN.,FASTENED W/ PROP RIVET.,EC-fa441439499731ad,LG-fa441439499731ad,test
102404,R/H #2 & 3 ROCKER GASKETS ARE LEAKING.,REPLACED GASKETS.,EC-8d6504ca026057b7,LG-608d782c2258dd59,train
102405,L/H #3 & 4 ROCKER GASKETS LEAKING.,REPLACED 3 & 4 COVER GASKETS.,EC-08a550770d6fbe45,LG-608d782c2258dd59,train
102406,"#3 AFT BAFFLE, L/H ENG, COWL SEAL NOT SEALING.",REMOVED & REPLACED BAFFLE SEAL.,EC-60af9ea066716caf,LG-60af9ea066716caf,train
102407,"CYL #2, L/H ENG, INTAKE GASKET LEAKING.",REMOVED & REPLACED INTAKE GASKET.,EC-3f59571dd464d600,LG-4285908bb8f7434c,train
102408,R/H ENG CYL #1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-bdf8f04eae7af7b5,LG-608d782c2258dd59,train
102409,"ROCKER COVER GASKETS, L/H ENG CYL #2, 3, & 4 LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,EC-5585511c2db2bd60,LG-f33e2e875bf4b51a,train
102410,"DURING RUN UP, RPM WOULD NOT INCREASE PAST 1560, REGARDLESS","RAN A/C, ENGINE RAN ROUGH FOR FIRST 2 SECONDS, THEN SMO",EC-65e7677e05555bbb,LG-65e7677e05555bbb,train
102411,"DURING RUN UP, RPM WOULD NOT INCREASE PAST 1560, REGARDLESS","RAN A/C, RUN UP CK'ED OK - INCLUDING IDLE SPEED & MIXTU",EC-65e7677e05555bbb,LG-65e7677e05555bbb,train
102412,"DURING RUN UP, RPM WOULD NOT INCREASE PAST 1560, REGARDLESS","REMOVED ROCKER COVERS, CK'ED EXHAUST VALVES FOR BINDING",EC-65e7677e05555bbb,LG-65e7677e05555bbb,train
102413,#1 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,EC-e9b8d7340586dc23,LG-4285908bb8f7434c,train
102414,#1 FRONT BAFFLE SEAL TORN.,REPLACED SECTION OF SEAL.,EC-2e4897ab31bc709f,LG-2e4897ab31bc709f,dev
102415,ALL 4 ROCKER GASKETS ARE LEAKING.,REPLACED ALL ROCKER GASKETS.,EC-a502f91c87904154,LG-f0f174a9dcdc1ded,dev
102416,L/H ENG #4 CYL AFT BAFFLE IS CRACKED.,REMOVED & REPLACED BAFFLE.,EC-785add1b54069bd2,LG-e3b964f842fc4352,test
102417,"#4 ROCKER COVER GASKET LEAKING, R/H ENGINE.",REMOVED & REPLACED #4 ROCKER COVER GASKET.,EC-a4d2eb051e968fef,LG-f0546f2479274e1d,train
102418,"#1 INTAKE GASKET LEAKING, R/H ENGINE.","REMOVED & REPLACED #1 INTAKE GASKETS, R/H ENGINE.",EC-1e29c2c7ba8ca792,LG-0222eb60e96e9748,dev
102419,#2 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,EC-53f353a420cf4fcc,LG-4285908bb8f7434c,train
102420,SIDE BAFFLE PLUG HOLES ARE WORN TOO LARGE.,REPAIRED W/ RIVETED PATCHES.,EC-2786935c6e22cfae,LG-2786935c6e22cfae,test
102421,#1 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #1 & 4 ROCKER COVER GASKETS.,EC-688009375e8b3113,LG-608d782c2258dd59,train
102422,#2 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-9e293c9950113443,LG-10956cdabbd1e3ce,dev
102423,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,EC-fbe922c5be2d1674,LG-608d782c2258dd59,train
102424,#4 INTAKE LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET. CLEANED CYL FLANGE,EC-66d79f80174da74e,LG-10956cdabbd1e3ce,dev
102425,CYL #3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-9a32386e03c73ec9,LG-608d782c2258dd59,train
102426,R/H BAFFLE PLUG WORN.,INSTALLED NEW BAFFLE PLUG.,EC-c741684f6363c058,LG-724c9a4174167cf3,train
102427,#2 ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,EC-b515029866e4d566,LG-608d782c2258dd59,train
102428,"SCREW MISSING ON R/H ENGINE BAFFLE, BEHIND OIL COOLER.","INSTALLED NEW SCREW, INSTALLED NEW GASKET & SAFETIED OI",EC-12bbe4774df52603,LG-12bbe4774df52603,train
102429,#1 CYL BAFFLE CRACKED.,STOP DRILLED CRACK.,EC-59df9a12877037d5,LG-e3b964f842fc4352,test
102430,SNIFFLE VALVES DIRTY.,CLEANED BOTH SNIFFLE VALVES.,EC-a46541eb13c3062b,LG-5027701bd7fa9f57,train
102431,#4 ROCKER COVER GASKET LEAKING & #2 ROCKER COVER GASKET LEAK,REMOVED & REPLACED GASKETS.,EC-86af3cb5cdf67261,LG-608d782c2258dd59,train
102432,"L/H ENGINE INTAKE GASKET LEAKING, CYL #4.",REMOVED & REPLACED #4 CYL INTAKE GASKET.,EC-04491452e9cad324,LG-0222eb60e96e9748,dev
102433,R/H ENG #3 CYL ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #3 CYL ROCKER COVER GASKET.,EC-0a0ab3a2051360b3,LG-608d782c2258dd59,train
102434,R/H #2 & 4 ROCKER GASKETS ARE LEAKING.,REMOVED & REPLACED #2 & 4 CYL ROCKER COVER GASKETS ON R,EC-14454d5bc63ed4c5,LG-608d782c2258dd59,train
102435,"ENGINE BAFFLE ON #4 CYL, RIVETS SHEARED OFF.","REMOVED SHEARED RIVETS, INSTALLED NEW RIVETS TO ENGINE",EC-70998e233c2d7c6e,LG-70998e233c2d7c6e,train
102436,#4 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-66d79f80174da74e,LG-10956cdabbd1e3ce,dev
102437,CYL #2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-dd75f7cbb6fe4441,LG-608d782c2258dd59,train
102438,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,EC-57acd94dcdde4ef3,LG-4285908bb8f7434c,train
102439,R/H BAFFLE SPRING IS DISCONNECTED.,RECONNECTED SPRING.,EC-f9c20faedf46ba62,LG-f9c20faedf46ba62,train
102440,L/H BAFFLE PLUG HOLE IS ELONGATED.,INSTALLED BAFFLE PATCH & PLUG.,EC-83c13df6f0501462,LG-83c13df6f0501462,dev
102441,FOD IN ENGINE INTABLE,REMOVED FOD,EC-1004a3298c6153e5,LG-1004a3298c6153e5,train
102442,WRENCH LEFT ON ENGINE BOLT,REMOVED WRENCH,EC-eed15b2ddfb1e862,LG-eed15b2ddfb1e862,train
102443,L/H FUEL PLACARD IS COVERED,UN-COVERED PLACARD,EC-beb38b9a9d5952d0,LG-beb38b9a9d5952d0,train
102444,"INTAKE GASKET, CYL #2 LEAKING.",REMOVED & REPLACED INSTAKE GASKET.,EC-3495b26232cfb358,LG-962a2251cf078b67,train
102445,"ROCKER COVER GASKET, CYL #3 LEAKING.",REMOVED & REPLACED ROCKER COVER GASKET #3.,EC-b986d26d2c762c1a,LG-752f86b56038668f,train
102446,ENGINE DID NOT START.,STARTED A/C NORMALLY.,EC-b27cdb4825fe0122,LG-b27cdb4825fe0122,test
102447,#2 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,EC-9e293c9950113443,LG-10956cdabbd1e3ce,dev
102448,"R/H #1, 2, 3 ROCKER GASKETS ARE LEAKING.",REPLACED GASKETS.,EC-73fe3525c983f73e,LG-73fe3525c983f73e,train
102449,"R/H #2, 3, 4 INTAKE GASKETS ARE LEAKING.","REMOVED & REPLACED INTAKE GASKETS, R/H ENG.",EC-a4d69f83536f46b5,LG-4285908bb8f7434c,train
102450,"#2, 3, 4 INTAKE GASKETS LEAKING, L/H ENG.",REMOVED & REPLACED INTAKE GASKETS ON L/H ENG.,EC-50e0567c14faa332,LG-50e0567c14faa332,train
102451,R/H #2 CYL EXH PUSH ROD SEAL LEAKING.,REPLACED PUSH ROD SEALS & RETAINER ON #2 EXH PUSH ROD T,EC-b60b3becc3dc04e9,LG-b60b3becc3dc04e9,train
102452,"#1, 2, 3, 4 ROCKER COVER GASKETS LEAKING ON L/H ENGINE.","REMOVED & REPLACED ROCKER COVER GASKETS, L/H ENG.",EC-18655321fe4af0fb,LG-18655321fe4af0fb,train
102453,OWNER REQUESTS ENGINE COMPRESSIONS DONE.,"PERFORMED ENGINE COMPRESSIONS: #1-75, #2-70, #3-70, #4-",EC-111124460201beeb,LG-111124460201beeb,test
102454,BOTTOM LEFT BAFFLE SEAL TORN.,SECURED BAFFLE SEAL W/ SAFETY WIRE.,EC-e9f74b880c8ffc43,LG-e9f74b880c8ffc43,train
102455,"BAFFLE SEAL TORN, BOTTOM R/H SIDE.",SECURED BAFFLE SEAL W/ SAFETY WIRE.,EC-ca500ff2ab6b95e3,LG-82c2721f1103f8a5,train
102456,"CYL BAFFLE CHAFING ON OIL RETURN LINE, #3 CYL.",REPOSITIONED CYL BAFFLE & APPLIED SPIRAL WRAP TO OIL RE,EC-f3831103f1f452cd,LG-f3831103f1f452cd,train
102457,SCREW MISSING ON #3 BAFFLE.,REPLACED SCREW.,EC-361eebaf96dcd70d,LG-ac09d330d3a5d8db,dev
102458,#4 CYL INTAKE GASKET LEAKING ON R/H ENGINE.,REMOVED & REPLACED #4 CYL INTAKE GASKET ON R/H ENGINE.,EC-51849a48af050c9a,LG-4285908bb8f7434c,train
102459,LEFT ENG #2 INTAKE GASKET LEAKS.,"REMOVED & REPLACED #2 INTAKE GASKET, L/H ENG.",EC-295da0417865331d,LG-0e48eb423d7a05e3,test
102460,L/H ENG #1 INTAKE GASKET LEAKS.,REMOVED & REPLACED #1 INTAKE GASKET & PRIMER LINE CLAMP,EC-b7108697a8ef3701,LG-0e48eb423d7a05e3,test
102461,LEFT ENG #4 AFT BAFFLE REINFORCEMENT ANGLE CRACKED.,REMOVED & REPLACED BAFFLE REINFORCEMENT ANGLE.,EC-511c231cd31ca4f2,LG-511c231cd31ca4f2,train
102462,CYL #3 ROCKER DRAIN LINE LOOSE.,TIGHTENED DRAIN LINE.,EC-cffab82dca59e66f,LG-cffab82dca59e66f,train
102463,CYL #3 AFT BAFFLE SUPPORT RIVETS SHEARED.,"REMOVED BAFFLE, REATTACHED BAFFLE SUPPORT & REINSTALLED",EC-acc96e0bd9af941e,LG-322035e3d27066cf,train
102464,#4 INTAKE LEAKING.,REPLACED GASKET.,EC-66d79f80174da74e,LG-10956cdabbd1e3ce,dev
102465,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,train
102466,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #2 INDUCTION GASKET.,EC-abec8430bec9f461,LG-abec8430bec9f461,test
102467,L/H ENG #3 AFT BAFFLE CRACKED.,STOP DRILLED CRACK ON #3 AFT BAFFLE.,EC-4673fc9038cc8512,LG-e3b964f842fc4352,test
102468,"SCREW MISSING ON #4 BAFFLE, R/H ENGINE.",INSTALLED NEW BAFFLE SCREW.,EC-e1ba12cf073d370b,LG-e1ba12cf073d370b,train
102469,"INTAKE GASKET, CYL #2 LEAKING, L/H ENGINE.",REMOVED & REPLACED INTAKE GASKET.,EC-8e7371247464a2c7,LG-8e7371247464a2c7,train
102470,"#1 ROCKER COVER GASKET LEAKING, R/H ENGINE.",REMOVED & REPLACED ROCKER COVER GASKET.,EC-1da69bd907e1d66d,LG-f0546f2479274e1d,train
102471,"ENGINE COOLING BAFFLE CRACKED, FRONT L/H SIDE, R/H ENGINE.",STOP DRILLED CRACK IN BAFFLE.,EC-85e86f0d0833ede8,LG-85e86f0d0833ede8,train
102472,"L/H ENGINE CYL #2, 3 & 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,EC-7c285df2298f1944,LG-608d782c2258dd59,train
102473,"#3 & 2 INTAKE GASKET LEAKING, R/H ENGINE.",REMOVED & REPLACED #2 & 3 INTAKE GASKETS & PRIMER SLEEV,EC-8d58883cbf59c48e,LG-0222eb60e96e9748,dev
102474,"BOTTOM OIL COOLER LINE CHAFING ON FUEL PUMP, R/H ENGINE.","INSPECTED LINE & FUEL PUMP, OK. INSTALLED RTV SILICONE",EC-f175b4f4781c0c61,LG-f175b4f4781c0c61,dev
102475,"BAFFLE TIE ROD CHAFING INTO #3 OIL RETURN LINE, R/H ENGINE.",TIE ROD & RETURN LINES OK. ADJUSTED TIE ROD & RETURN LI,EC-ab9f9e34b99057bc,LG-ab9f9e34b99057bc,train
102476,"BAFFLE TIE ROD CHAFING ON #2 & 4 OIL RETURN LINES, R/H ENGIN",REMOVED TIE ROD & FOUND TO BE OK. INSPECTED RETURN LINE,EC-75ac5d6cd0187daf,LG-75ac5d6cd0187daf,test
102477,L/H MAG ON L/H ENG PRODUCED CONSIDERABLE VIBRATION.,"RAN A/C, COULD NOT DUPLICATE DISCREP. A/C OK FOR FURTHE",EC-8fa21651028e748a,LG-8fa21651028e748a,train
102478,#1 CYL SIDE BAFFLE CRACKED.,"STOP DRILLED CRACK, INSTALLED PATCH SAME MATERIAL IAW A",EC-8f45faf092f42855,LG-13dec33e5f80d531,dev
102479,#3 CYL L/H ENG INTAKE GASKET LEAKING.,REPLACED GASKET.,EC-a30d196ca50af192,LG-4285908bb8f7434c,train
102480,L/H ENG #2 PRIMER LNE CLAMP NEEDS TO BE REPOSITIONED.,REPOSITIONED LINE & REPLACED SLEEVE.,EC-6681c82125ba1b2e,LG-6681c82125ba1b2e,train
102481,"#3, 4 ROCKER COVER GASKET LEAKING (L/H ENG).","REMOVED & REPLACED #3, 4 ROCKER COVER GASKETS.",EC-46cb5717ceffa082,LG-46cb5717ceffa082,test
102482,#4 INTAKE LEAKING.,REPLACED GASKET.,EC-66d79f80174da74e,LG-10956cdabbd1e3ce,dev
102483,#2 ROCKER COVER LEAKING.,REPLACED GASKET.,EC-c85bc86f75e7cd5b,LG-608d782c2258dd59,train
102484,#3 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #3 INDUCTION TUBE GASKET.,EC-cd3eb18391b38e2d,LG-abec8430bec9f461,test
102485,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,EC-8828e17d0b33db57,LG-608d782c2258dd59,train
102486,"ROCKER COVER #2, 3, 4 GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,EC-21fd886dc3015116,LG-608d782c2258dd59,train
102487,MUFFLER MISSING NUT.,REPLACED NUT.,EC-8e7e6b96cfdf26af,LG-8e7e6b96cfdf26af,train
102488,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,PATCHED LOWER RIGHT FWD BAFFLE.,EC-51caec01e19b9564,LG-51caec01e19b9564,train
102489,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,"PATCHED #4 BAFFLE, STOP DRILLED CRACK.",EC-51caec01e19b9564,LG-51caec01e19b9564,train
102490,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,"INSTALLED BAFFLING ON ENGINE, INSTALLED INTAKE TUBES &",EC-51caec01e19b9564,LG-51caec01e19b9564,train
102491,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,DISASSEMBLED ENGINE. SENT CRANK IN FOR R,EC-51caec01e19b9564,LG-51caec01e19b9564,train
102492,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,INSTALLED CRANKSHAFT & NEW ROLLER TAPPETS. INSTALLED CA,EC-51caec01e19b9564,LG-51caec01e19b9564,train
102493,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,STARTED ASSEMBLY OF ENGINE IAW DIRECT DRIVE MANUAL. MEA,EC-51caec01e19b9564,LG-51caec01e19b9564,train
102494,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,"HONED, CLEANED & MEASURED CYLINDERS (MEASURE GOOD). CK'",EC-51caec01e19b9564,LG-51caec01e19b9564,train
102495,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,INSTALLED ALL 4 PISTONS ON CONNECTING RODS. INSTALLED P,EC-51caec01e19b9564,LG-51caec01e19b9564,train
102496,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,RETORQUE CASE HALF. CLEANED & INSTALLED NECESSARY GEARS,EC-51caec01e19b9564,LG-51caec01e19b9564,train
102497,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,"INSTALLED ACCESSORY CASE & OIL SUMP, INSPECTED HYDRAULI",EC-51caec01e19b9564,LG-51caec01e19b9564,train
102498,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,"INSTALLED FUEL & OIL PRESSURE LINES, MOUNTED OIL COOLER",EC-51caec01e19b9564,LG-51caec01e19b9564,train
102499,#2 INTAKE IS LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,EC-8ec828272e86c6c2,LG-10956cdabbd1e3ce,dev
102500,#4 CYL INTAKE GASKET LEAKAGE.,REPLACED GASKET.,EC-2fb428178c61bd54,LG-2fb428178c61bd54,test
102501,R/H BAFFLE PLUG IS WORN.,REMOVED & REPLACED PLUG W/ NEW.,EC-4829f4e624850c0f,LG-724c9a4174167cf3,train
102502,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,train
102503,TOP OIL COOLER LINE CHAFING ON VACUUM PUMP LINE.,"INSPECTED BOTH LINES, FOUND TO BE IN AIRWORTHY CONDITIO",EC-a864ef6093800e31,LG-a864ef6093800e31,dev
102504,#2 CYL INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,EC-514eea05daaa3655,LG-4285908bb8f7434c,train
102505,#2 CYL ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,EC-a8ddc92dbdb74855,LG-608d782c2258dd59,train
102506,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-804e232273da2515,LG-4285908bb8f7434c,train
102507,LEFT ENG #2 EGT INOP.,OPS CK GOOD.,EC-8cb81444e455b8b4,LG-8cb81444e455b8b4,train
102508,LEFT ENG #2 EGT INOP.,REMOVED & REPLACED #2 EGT PROBE.,EC-8cb81444e455b8b4,LG-8cb81444e455b8b4,train
102509,ROCKER COVERS 1 & 2 LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.,EC-a5730a14ef0acfcc,LG-608d782c2258dd59,train
102510,"ROCKER COVERS 1, 2 & 3 LEAKING ON R/H ENGINE.",REMOVED & REPLACED GASKETS.,EC-1a83c3e570248e58,LG-608d782c2258dd59,train
102511,#4 ROCKER COVER LEAKING ON R/H ENGINE.,REMOVED & REPLACED #4 ROCKER GASKET.,EC-a0f94955d9ba2475,LG-608d782c2258dd59,train
102512,ADEL CLAMPS ON FUEL LINE TO FUEL CONTROL UNIT LOOSE.,REMOVED & REPLACED ADEL CLAMPS.,EC-b979cb4e80065c56,LG-b979cb4e80065c56,dev
102513,#1 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,EC-dd23761ff6b2026b,LG-608d782c2258dd59,train
102514,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,EC-57acd94dcdde4ef3,LG-4285908bb8f7434c,train
102515,BROKEN MANIFOLD PSI LINE.,"REMOVED & REPLACED MANIFOLD PSI LINE, OPS CK GOOD.",EC-631c17296d041103,LG-631c17296d041103,dev
102516,INTAKE GASKET TO CYL #2 LEAKING.,REPLACED GASKET.,EC-3e6b47124c23b5e3,LG-4285908bb8f7434c,train
102517,CYL #4 ROCKER COVER GASKET LEAKING.,REPLACED GASKET.,EC-f020a54e126a5ae6,LG-608d782c2258dd59,train
102518,#4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED CYL #4 INTAKE GASKET.,EC-8edc952c184ae07f,LG-4285908bb8f7434c,train
102519,#1 & 4 CYL ROCKER COVER GASKETS ARE LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,EC-9e6631630c5bdc5b,LG-608d782c2258dd59,train
102520,"LOOSE BAFFLE SCREW, ABOVE OIL FILLER TUBE.",TIGHTENED SCREW.,EC-b5c4a4b43f73bc33,LG-b5c4a4b43f73bc33,train
102521,#4 SPARK PLUG ACCESS HOLE ON BAFFLE REQUIRES PATCH.,INSTALLED PATCH.,EC-0dda4b5779121b18,LG-0dda4b5779121b18,train
102522,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED #4 CYL INTAKE GASKET.,EC-57acd94dcdde4ef3,LG-4285908bb8f7434c,train
102523,#3 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED #3 & 4 CYL ROCKER COVER GASKETS.,EC-b083ca05c337f8b7,LG-608d782c2258dd59,train
102524,#1 & 2 ROCKER COVERS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,EC-219cf808c14f3f36,LG-608d782c2258dd59,train
102525,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,EC-8ec828272e86c6c2,LG-10956cdabbd1e3ce,dev
102526,CYL #2 INTAKE LEAKING IN CONNECTION POINT TO OIL SUMP.,LEAK CK GOOD.,EC-7bfb953135bc2ac7,LG-7bfb953135bc2ac7,train
102527,CYL #2 INTAKE LEAKING IN CONNECTION POINT TO OIL SUMP.,SWAGED INTAKE TUBE ATTACHMENT TO OIL SUMP. REPLACED INT,EC-7bfb953135bc2ac7,LG-7bfb953135bc2ac7,train
